date,EPS,pb_ratio,pe_ratio,roe,fcf,P_mean,P_sum,twt_count,Adj Close
2021-06-15,3.75,10.341,139.109,0.079,696265000.0,-0.06,-13,215,491.9
2021-06-16,3.75,10.351,139.109,0.079,696265000.0,-0.077,-13,169,492.41
2021-06-17,3.75,10.476,139.109,0.079,696265000.0,-0.078,-25,320,498.34
2021-06-18,3.75,10.527,139.109,0.079,696265000.0,-0.031,-8,258,500.77
2021-06-21,3.75,10.448,139.109,0.079,696265000.0,-0.057,-21,371,497.0
2021-06-22,3.75,10.696,139.109,0.079,696265000.0,0.019,10,527,508.82
2021-06-23,3.75,10.779,139.109,0.079,696265000.0,0.004,2,444,512.74
2021-06-24,3.75,10.89,139.109,0.079,696265000.0,-0.028,-16,567,518.06
2021-06-25,3.75,11.08,139.109,0.079,696265000.0,0.022,17,755,527.07
2021-06-28,3.75,11.205,139.109,0.079,696265000.0,-0.033,-14,424,533.03
2021-06-29,3.75,11.215,139.109,0.079,696265000.0,-0.041,-12,295,533.5
2021-06-30,2.97,11.104,177.848,0.062,-174039000.0,-0.074,-18,243,528.21
2021-07-01,2.97,11.216,177.848,0.062,-174039000.0,-0.04,-12,299,533.54
2021-07-02,2.97,11.225,177.848,0.062,-174039000.0,-0.061,-15,246,533.98
2021-07-06,2.97,11.386,177.848,0.062,-174039000.0,0.036,14,393,541.64
2021-07-07,2.97,11.267,177.848,0.062,-174039000.0,-0.068,-20,292,535.96
2021-07-08,2.97,11.157,177.848,0.062,-174039000.0,-0.1,-24,239,530.76
2021-07-09,2.97,11.267,177.848,0.062,-174039000.0,-0.082,-17,207,535.98
2021-07-12,2.97,11.295,177.848,0.062,-174039000.0,-0.045,-10,222,537.31
2021-07-13,2.97,11.366,177.848,0.062,-174039000.0,-0.032,-10,311,540.68
2021-07-14,2.97,11.519,177.848,0.062,-174039000.0,-0.005,-3,609,547.95
2021-07-15,2.97,11.414,177.848,0.062,-174039000.0,-0.035,-34,962,542.95
2021-07-16,2.97,11.148,177.848,0.062,-174039000.0,-0.058,-24,416,530.31
2021-07-19,2.97,11.189,177.848,0.062,-174039000.0,-0.027,-12,443,532.28
2021-07-20,2.97,11.164,177.848,0.062,-174039000.0,-0.138,-124,901,531.05
2021-07-21,2.97,10.797,177.848,0.062,-174039000.0,-0.077,-88,1145,513.63
2021-07-22,2.97,10.758,177.848,0.062,-174039000.0,-0.106,-42,398,511.77
2021-07-23,2.97,10.835,177.848,0.062,-174039000.0,-0.003,-1,380,515.41
2021-07-26,2.97,10.857,177.848,0.062,-174039000.0,-0.028,-8,291,516.49
2021-07-27,2.97,10.908,177.848,0.062,-174039000.0,0.0,0,281,518.91
2021-07-28,2.97,10.917,177.848,0.062,-174039000.0,-0.049,-14,286,519.3
2021-07-29,2.97,10.81,177.848,0.062,-174039000.0,-0.124,-31,250,514.25
2021-07-30,2.97,10.88,177.848,0.062,-174039000.0,-0.097,-21,216,517.57
2021-08-02,2.97,10.829,177.848,0.062,-174039000.0,-0.09,-20,222,515.15
2021-08-03,2.97,10.738,177.848,0.062,-174039000.0,-0.086,-16,185,510.82
2021-08-04,2.97,10.876,177.848,0.062,-174039000.0,-0.051,-13,255,517.35
2021-08-05,2.97,11.034,177.848,0.062,-174039000.0,-0.036,-11,302,524.89
2021-08-06,2.97,10.943,177.848,0.062,-174039000.0,-0.066,-14,211,520.55
2021-08-09,2.97,10.931,177.848,0.062,-174039000.0,-0.051,-8,156,519.97
2021-08-10,2.97,10.844,177.848,0.062,-174039000.0,-0.085,-17,199,515.84
2021-08-11,2.97,10.771,177.848,0.062,-174039000.0,-0.059,-11,187,512.4
2021-08-12,2.97,10.736,177.848,0.062,-174039000.0,-0.023,-5,217,510.72
2021-08-13,2.97,10.845,177.848,0.062,-174039000.0,-0.082,-25,304,515.92
2021-08-16,2.97,10.888,177.848,0.062,-174039000.0,-0.004,-1,227,517.92
2021-08-17,2.97,10.908,177.848,0.062,-174039000.0,-0.051,-12,235,518.91
2021-08-18,2.97,10.971,177.848,0.062,-174039000.0,-0.013,-4,312,521.87
2021-08-19,2.97,11.43,177.848,0.062,-174039000.0,0.007,7,984,543.71
2021-08-20,2.97,11.496,177.848,0.062,-174039000.0,0.037,16,436,546.88
2021-08-23,2.97,11.632,177.848,0.062,-174039000.0,0.034,12,350,553.33
2021-08-24,2.97,11.634,177.848,0.062,-174039000.0,-0.032,-9,284,553.41
2021-08-25,2.97,11.511,177.848,0.062,-174039000.0,-0.034,-10,290,547.58
2021-08-26,2.97,11.564,177.848,0.062,-174039000.0,-0.054,-15,279,550.12
2021-08-27,2.97,11.749,177.848,0.062,-174039000.0,0.01,4,406,558.92
2021-08-30,2.97,11.902,177.848,0.062,-174039000.0,-0.018,-6,335,566.18
2021-08-31,2.97,11.965,177.848,0.062,-174039000.0,0.017,6,349,569.19
2021-09-01,2.97,12.236,177.848,0.062,-174039000.0,0.015,12,781,582.07
2021-09-02,2.97,12.372,177.848,0.062,-174039000.0,0.007,6,808,588.55
2021-09-03,2.97,12.414,177.848,0.062,-174039000.0,-0.049,-20,406,590.53
2021-09-07,2.97,12.754,177.848,0.062,-174039000.0,0.067,51,764,606.71
2021-09-08,2.97,12.74,177.848,0.062,-174039000.0,-0.025,-14,569,606.05
2021-09-09,2.97,12.561,177.848,0.062,-174039000.0,-0.113,-43,380,597.54
2021-09-10,2.97,12.586,177.848,0.062,-174039000.0,-0.047,-20,425,598.72
2021-09-13,2.97,12.388,177.848,0.062,-174039000.0,-0.061,-23,377,589.29
2021-09-14,2.97,12.145,177.848,0.062,-174039000.0,-0.107,-32,300,577.76
2021-09-15,2.97,12.253,177.848,0.062,-174039000.0,-0.007,-2,297,582.87
2021-09-16,2.97,12.329,177.848,0.062,-174039000.0,-0.019,-5,258,586.5
2021-09-17,2.97,12.389,177.848,0.062,-174039000.0,-0.028,-8,287,589.35
2021-09-20,2.97,12.096,177.848,0.062,-174039000.0,-0.066,-23,350,575.43
2021-09-21,2.97,12.048,177.848,0.062,-174039000.0,-0.062,-16,258,573.14
2021-09-22,2.97,12.416,177.848,0.062,-174039000.0,0.041,20,488,590.65
2021-09-23,2.97,12.471,177.848,0.062,-174039000.0,0.043,18,415,593.26
2021-09-24,2.97,12.453,177.848,0.062,-174039000.0,-0.033,-8,243,592.39
2021-09-27,2.97,12.458,177.848,0.062,-174039000.0,0.014,5,357,592.64
2021-09-28,2.97,12.273,177.848,0.062,-174039000.0,-0.04,-17,425,583.85
2021-09-29,2.97,12.593,177.848,0.062,-174039000.0,-0.008,-6,758,599.06
2021-09-30,3.19,12.83,191.329,0.067,-84948000.0,0.02,14,713,610.34
2021-10-01,3.19,12.889,191.329,0.067,-84948000.0,-0.053,-26,488,613.15
2021-10-04,3.19,12.683,191.329,0.067,-84948000.0,-0.08,-41,516,603.35
2021-10-05,3.19,13.345,191.329,0.067,-84948000.0,0.016,16,1015,634.81
2021-10-06,3.19,13.435,191.329,0.067,-84948000.0,-0.046,-27,584,639.1
2021-10-07,3.19,13.283,191.329,0.067,-84948000.0,-0.016,-8,492,631.85
2021-10-08,3.19,13.3,191.329,0.067,-84948000.0,-0.076,-25,329,632.66
2021-10-11,3.19,13.181,191.329,0.067,-84948000.0,-0.068,-30,441,627.04
2021-10-12,3.19,13.137,191.329,0.067,-84948000.0,-0.054,-20,367,624.94
2021-10-13,3.19,13.239,191.329,0.067,-84948000.0,-0.048,-17,357,629.76
2021-10-14,3.19,13.324,191.329,0.067,-84948000.0,-0.026,-13,493,633.8
2021-10-15,3.19,13.208,191.329,0.067,-84948000.0,-0.073,-35,480,628.29
2021-10-18,3.19,13.411,191.329,0.067,-84948000.0,-0.014,-11,757,637.97
2021-10-19,3.19,13.433,191.329,0.067,-84948000.0,-0.042,-72,1734,639.0
2021-10-20,3.19,13.141,191.329,0.067,-84948000.0,-0.051,-69,1353,625.14
2021-10-21,3.19,13.731,191.329,0.067,-84948000.0,0.013,10,760,653.16
2021-10-22,3.19,13.975,191.329,0.067,-84948000.0,-0.024,-13,540,664.78
2021-10-25,3.19,14.119,191.329,0.067,-84948000.0,0.009,4,441,671.66
2021-10-26,3.19,14.053,191.329,0.067,-84948000.0,-0.052,-18,348,668.52
2021-10-27,3.19,13.936,191.329,0.067,-84948000.0,-0.063,-17,268,662.92
2021-10-28,3.19,14.17,191.329,0.067,-84948000.0,-0.091,-34,375,674.05
2021-10-29,3.19,14.511,191.329,0.067,-84948000.0,0.018,9,488,690.31
2021-11-01,3.19,14.319,191.329,0.067,-84948000.0,-0.072,-24,332,681.17
2021-11-02,3.19,14.247,191.329,0.067,-84948000.0,-0.081,-38,470,677.72
2021-11-03,3.19,14.469,191.329,0.067,-84948000.0,-0.052,-21,401,688.29
2021-11-04,3.19,14.051,191.329,0.067,-84948000.0,-0.061,-22,362,668.4
2021-11-05,3.19,13.574,191.329,0.067,-84948000.0,-0.059,-18,303,645.72
2021-11-08,3.19,13.695,191.329,0.067,-84948000.0,-0.036,-11,309,651.45
2021-11-09,3.19,13.79,191.329,0.067,-84948000.0,-0.029,-11,379,655.99
2021-11-10,3.19,13.599,191.329,0.067,-84948000.0,-0.118,-35,296,646.91
2021-11-11,3.19,13.823,191.329,0.067,-84948000.0,-0.107,-47,438,657.58
2021-11-12,3.19,14.35,191.329,0.067,-84948000.0,-0.036,-16,448,682.61
2021-11-15,3.19,14.281,191.329,0.067,-84948000.0,-0.007,-3,413,679.33
2021-11-16,3.19,14.45,191.329,0.067,-84948000.0,-0.066,-21,319,687.4
2021-11-17,3.19,14.54,191.329,0.067,-84948000.0,-0.026,-11,421,691.69
2021-11-18,3.19,14.337,191.329,0.067,-84948000.0,-0.106,-38,359,682.02
2021-11-19,3.19,14.269,191.329,0.067,-84948000.0,-0.064,-18,280,678.8
2021-11-22,3.19,13.857,191.329,0.067,-84948000.0,-0.077,-21,272,659.2
2021-11-23,3.19,13.749,191.329,0.067,-84948000.0,-0.091,-24,263,654.06
2021-11-24,3.19,13.838,191.329,0.067,-84948000.0,-0.069,-16,233,658.29
2021-11-26,3.19,13.993,191.329,0.067,-84948000.0,-0.087,-29,332,665.64
2021-11-29,3.19,13.955,191.329,0.067,-84948000.0,-0.087,-21,241,663.84
2021-11-30,3.19,13.494,191.329,0.067,-84948000.0,-0.062,-21,339,641.9
2021-12-01,3.19,12.987,191.329,0.067,-84948000.0,-0.097,-31,320,617.77
2021-12-02,3.19,12.959,191.329,0.067,-84948000.0,-0.116,-28,242,616.47
2021-12-03,3.19,12.658,191.329,0.067,-84948000.0,-0.152,-44,289,602.13
2021-12-06,3.19,12.88,191.329,0.067,-84948000.0,-0.097,-26,268,612.69
2021-12-07,3.19,13.151,191.329,0.067,-84948000.0,-0.035,-11,314,625.58
2021-12-08,3.19,13.203,191.329,0.067,-84948000.0,-0.051,-12,237,628.08
2021-12-09,3.19,12.844,191.329,0.067,-84948000.0,-0.153,-28,183,611.0
2021-12-10,3.19,12.858,191.329,0.067,-84948000.0,-0.15,-31,206,611.66
2021-12-13,3.19,12.709,191.329,0.067,-84948000.0,-0.072,-19,262,604.56
2021-12-14,3.19,12.571,191.329,0.067,-84948000.0,-0.112,-35,314,597.99
2021-12-15,3.19,12.719,191.329,0.067,-84948000.0,-0.03,-8,269,605.04
2021-12-16,3.19,12.425,191.329,0.067,-84948000.0,-0.069,-17,246,591.06
2021-12-17,3.19,12.334,191.329,0.067,-84948000.0,-0.077,-18,233,586.73
2021-12-20,3.19,12.481,191.329,0.067,-84948000.0,-0.018,-6,341,593.74
2021-12-21,3.19,12.716,191.329,0.067,-84948000.0,-0.023,-8,351,604.92
2021-12-22,3.19,12.912,191.329,0.067,-84948000.0,-0.01,-3,290,614.24
2021-12-23,3.19,12.909,191.329,0.067,-84948000.0,-0.032,-8,253,614.09
2021-12-27,3.19,12.889,191.329,0.067,-84948000.0,-0.028,-6,216,613.12
2021-12-28,3.19,12.838,191.329,0.067,-84948000.0,-0.006,-2,343,610.71
2021-12-29,3.19,12.835,191.329,0.067,-84948000.0,-0.055,-11,199,610.54
2021-12-30,3.19,12.867,191.329,0.067,-84948000.0,-0.038,-13,340,612.09
2021-12-31,1.33,12.664,452.962,0.028,-569253000.0,-0.101,-18,178,602.44
2022-01-03,1.33,12.558,452.962,0.028,-569253000.0,-0.056,-17,304,597.37
2022-01-04,1.33,12.427,452.962,0.028,-569253000.0,-0.085,-28,328,591.15
2022-01-05,1.33,11.93,452.962,0.028,-569253000.0,-0.134,-43,321,567.52
2022-01-06,1.33,11.631,452.962,0.028,-569253000.0,-0.116,-54,465,553.29
2022-01-07,1.33,11.374,452.962,0.028,-569253000.0,-0.084,-26,310,541.06
2022-01-10,1.33,11.349,452.962,0.028,-569253000.0,-0.116,-30,258,539.85
2022-01-11,1.33,11.369,452.962,0.028,-569253000.0,-0.076,-22,291,540.84
2022-01-12,1.33,11.293,452.962,0.028,-569253000.0,-0.094,-29,307,537.22
2022-01-13,1.33,10.914,452.962,0.028,-569253000.0,-0.127,-55,433,519.2
2022-01-14,1.33,11.051,452.962,0.028,-569253000.0,-0.062,-48,779,525.69
2022-01-18,1.33,10.738,452.962,0.028,-569253000.0,-0.1,-65,653,510.8
2022-01-19,1.33,10.844,452.962,0.028,-569253000.0,-0.081,-42,521,515.86
2022-01-20,1.33,10.684,452.962,0.028,-569253000.0,-0.203,-855,4208,508.25
2022-01-21,1.33,8.356,452.962,0.028,-569253000.0,-0.185,-1001,5422,397.5
2022-01-24,1.33,8.139,452.962,0.028,-569253000.0,-0.155,-215,1385,387.15
2022-01-25,1.33,7.703,452.962,0.028,-569253000.0,-0.172,-154,894,366.42
2022-01-26,1.33,7.561,452.962,0.028,-569253000.0,-0.119,-107,898,359.7
2022-01-27,1.33,8.129,452.962,0.028,-569253000.0,-0.081,-139,1714,386.7
2022-01-28,1.33,8.08,452.962,0.028,-569253000.0,-0.057,-45,788,384.36
2022-01-31,1.33,8.979,452.962,0.028,-569253000.0,-0.031,-39,1268,427.14
2022-02-01,1.33,9.61,452.962,0.028,-569253000.0,-0.006,-6,1066,457.13
2022-02-02,1.33,9.028,452.962,0.028,-569253000.0,-0.124,-120,968,429.48
2022-02-03,1.33,8.526,452.962,0.028,-569253000.0,-0.155,-148,953,405.6
2022-02-04,1.33,8.622,452.962,0.028,-569253000.0,-0.151,-86,570,410.17
2022-02-07,1.33,8.453,452.962,0.028,-569253000.0,-0.126,-63,501,402.1
2022-02-08,1.33,8.483,452.962,0.028,-569253000.0,-0.1,-49,491,403.53
2022-02-09,1.33,8.68,452.962,0.028,-569253000.0,-0.068,-31,458,412.89
2022-02-10,1.33,8.54,452.962,0.028,-569253000.0,-0.076,-33,433,406.27
2022-02-11,1.33,8.226,452.962,0.028,-569253000.0,-0.141,-56,396,391.31
2022-02-14,1.33,8.337,452.962,0.028,-569253000.0,-0.061,-22,361,396.57
2022-02-15,1.33,8.565,452.962,0.028,-569253000.0,-0.078,-26,333,407.46
2022-02-16,1.33,8.368,452.962,0.028,-569253000.0,-0.168,-68,404,398.08
2022-02-17,1.33,8.128,452.962,0.028,-569253000.0,-0.222,-78,352,386.67
2022-02-18,1.33,8.226,452.962,0.028,-569253000.0,-0.093,-47,503,391.29
2022-02-22,1.33,7.933,452.962,0.028,-569253000.0,-0.15,-48,321,377.38
2022-02-23,1.33,7.725,452.962,0.028,-569253000.0,-0.141,-44,313,367.46
2022-02-24,1.33,8.199,452.962,0.028,-569253000.0,-0.115,-33,288,390.03
2022-02-25,1.33,8.215,452.962,0.028,-569253000.0,-0.142,-31,219,390.8
2022-02-28,1.33,8.293,452.962,0.028,-569253000.0,-0.146,-43,295,394.52
2022-03-01,1.33,8.119,452.962,0.028,-569253000.0,-0.178,-42,236,386.24
2022-03-02,1.33,7.989,452.962,0.028,-569253000.0,-0.071,-24,338,380.03
2022-03-03,1.33,7.737,452.962,0.028,-569253000.0,-0.126,-37,293,368.07
2022-03-04,1.33,7.604,452.962,0.028,-569253000.0,-0.087,-19,219,361.73
2022-03-07,1.33,7.363,452.962,0.028,-569253000.0,-0.203,-69,340,350.26
2022-03-08,1.33,7.184,452.962,0.028,-569253000.0,-0.183,-59,323,341.76
2022-03-09,1.33,7.542,452.962,0.028,-569253000.0,-0.088,-35,397,358.79
2022-03-10,1.33,7.5,452.962,0.028,-569253000.0,-0.088,-29,329,356.77
2022-03-11,1.33,7.154,452.962,0.028,-569253000.0,-0.131,-35,268,340.32
2022-03-14,1.33,6.958,452.962,0.028,-569253000.0,-0.13,-42,324,331.01
2022-03-15,1.33,7.226,452.962,0.028,-569253000.0,-0.051,-15,296,343.75
2022-03-16,1.33,7.516,452.962,0.028,-569253000.0,-0.099,-34,342,357.53
2022-03-17,1.33,7.807,452.962,0.028,-569253000.0,-0.054,-19,350,371.4
2022-03-18,1.33,8.001,452.962,0.028,-569253000.0,0.0,0,258,380.6
2022-03-21,1.33,7.875,452.962,0.028,-569253000.0,-0.005,-1,192,374.59
2022-03-22,1.33,8.05,452.962,0.028,-569253000.0,0.022,6,267,382.92
2022-03-23,1.33,7.872,452.962,0.028,-569253000.0,-0.1,-22,219,374.49
2022-03-24,1.33,7.898,452.962,0.028,-569253000.0,-0.043,-11,257,375.71
2022-03-25,1.33,7.859,452.962,0.028,-569253000.0,-0.051,-11,215,373.85
2022-03-28,1.33,7.957,452.962,0.028,-569253000.0,-0.091,-23,252,378.51
2022-03-29,1.33,8.237,452.962,0.028,-569253000.0,0.007,3,445,391.82
2022-03-30,1.33,8.019,452.962,0.028,-569253000.0,-0.09,-25,279,381.47
2022-03-31,3.53,7.875,106.116,0.074,801681000.0,-0.094,-18,192,374.59
2022-04-01,3.53,7.851,106.116,0.074,801681000.0,-0.113,-25,222,373.47
2022-04-04,3.53,8.23,106.116,0.074,801681000.0,0.017,6,350,391.5
2022-04-05,3.53,7.991,106.116,0.074,801681000.0,-0.049,-13,267,380.15
2022-04-06,3.53,7.743,106.116,0.074,801681000.0,-0.051,-11,214,368.35
2022-04-07,3.53,7.613,106.116,0.074,801681000.0,-0.095,-28,296,362.15
2022-04-08,3.53,7.481,106.116,0.074,801681000.0,-0.122,-27,221,355.88
2022-04-11,3.53,7.316,106.116,0.074,801681000.0,-0.016,-4,250,348.0
2022-04-12,3.53,7.234,106.116,0.074,801681000.0,-0.018,-5,286,344.1
2022-04-13,3.53,7.367,106.116,0.074,801681000.0,-0.065,-18,277,350.43
2022-04-14,3.53,7.171,106.116,0.074,801681000.0,-0.07,-17,241,341.13
2022-04-18,3.53,7.102,106.116,0.074,801681000.0,-0.089,-59,660,337.86
2022-04-19,3.53,7.328,106.116,0.074,801681000.0,-0.243,-1987,8190,348.61
2022-04-20,3.53,4.755,106.116,0.074,801681000.0,-0.245,-3034,12404,226.19
2022-04-21,3.53,4.587,106.116,0.074,801681000.0,-0.23,-1106,4819,218.22
2022-04-22,3.53,4.531,106.116,0.074,801681000.0,-0.171,-339,1985,215.52
2022-04-25,3.53,4.413,106.116,0.074,801681000.0,-0.178,-214,1204,209.91
2022-04-26,3.53,4.171,106.116,0.074,801681000.0,-0.2,-237,1182,198.4
2022-04-27,3.53,3.963,106.116,0.074,801681000.0,-0.175,-230,1313,188.54
2022-04-28,3.53,4.194,106.116,0.074,801681000.0,-0.172,-184,1071,199.52
2022-04-29,3.53,4.002,106.116,0.074,801681000.0,-0.181,-155,857,190.36
2022-05-02,3.53,4.193,106.116,0.074,801681000.0,-0.123,-68,554,199.46
2022-05-03,3.53,4.202,106.116,0.074,801681000.0,-0.14,-62,442,199.87
2022-05-04,3.53,4.289,106.116,0.074,801681000.0,-0.188,-104,552,204.01
2022-05-05,3.53,3.959,106.116,0.074,801681000.0,-0.187,-107,571,188.32
2022-05-06,3.53,3.804,106.116,0.074,801681000.0,-0.18,-106,588,180.97
2022-05-09,3.53,3.639,106.116,0.074,801681000.0,-0.173,-101,583,173.1
2022-05-10,3.53,3.735,106.116,0.074,801681000.0,-0.146,-101,691,177.66
2022-05-11,3.53,3.497,106.116,0.074,801681000.0,-0.21,-155,738,166.37
2022-05-12,3.53,3.664,106.116,0.074,801681000.0,-0.15,-94,625,174.31
2022-05-13,3.53,3.945,106.116,0.074,801681000.0,-0.122,-60,493,187.64
2022-05-16,3.53,3.921,106.116,0.074,801681000.0,-0.077,-51,666,186.51
2022-05-17,3.53,4.006,106.116,0.074,801681000.0,-0.158,-91,574,190.56
2022-05-18,3.53,3.725,106.116,0.074,801681000.0,-0.212,-109,513,177.19
2022-05-19,3.53,3.857,106.116,0.074,801681000.0,-0.148,-62,418,183.48
2022-05-20,3.53,3.917,106.116,0.074,801681000.0,-0.147,-60,407,186.35
2022-05-23,3.53,3.94,106.116,0.074,801681000.0,-0.105,-38,363,187.44
2022-05-24,3.53,3.791,106.116,0.074,801681000.0,-0.128,-53,415,180.34
2022-05-25,3.53,3.948,106.116,0.074,801681000.0,-0.065,-30,463,187.83
2022-05-26,3.53,4.024,106.116,0.074,801681000.0,-0.081,-34,418,191.4
2022-05-27,3.53,4.103,106.116,0.074,801681000.0,-0.071,-30,424,195.19
2022-05-31,3.53,4.151,106.116,0.074,801681000.0,-0.039,-19,487,197.44
2022-06-01,3.53,4.055,106.116,0.074,801681000.0,-0.101,-50,494,192.91
2022-06-02,3.53,4.311,106.116,0.074,801681000.0,-0.03,-17,560,205.09
2022-06-03,3.53,4.183,106.116,0.074,801681000.0,-0.081,-32,395,198.98
2022-06-06,3.53,4.144,106.116,0.074,801681000.0,-0.146,-39,268,197.14
2022-06-07,3.53,4.175,106.116,0.074,801681000.0,-0.18,-63,350,198.61
2022-06-08,3.53,4.264,106.116,0.074,801681000.0,-0.13,-110,844,202.83
2022-06-09,3.53,4.052,106.116,0.074,801681000.0,-0.163,-74,453,192.77
2022-06-10,3.53,3.846,106.116,0.074,801681000.0,-0.156,-90,576,182.94
2022-06-13,3.53,3.567,106.116,0.074,801681000.0,-0.171,-68,397,169.69
2022-06-14,3.53,3.522,106.116,0.074,801681000.0,-0.165,-86,522,167.54
2022-06-15,3.53,3.786,106.116,0.074,801681000.0,-0.142,-77,541,180.11
2022-06-16,3.53,3.644,106.116,0.074,801681000.0,-0.125,-48,383,173.35
2022-06-17,3.53,3.69,106.116,0.074,801681000.0,-0.014,-4,290,175.51
2022-06-21,3.53,3.593,106.116,0.074,801681000.0,-0.175,-114,652,170.91
2022-06-22,3.53,3.761,106.116,0.074,801681000.0,-0.034,-22,649,178.89
2022-06-23,3.53,3.82,106.116,0.074,801681000.0,-0.078,-53,676,181.71
2022-06-24,3.53,4.012,106.116,0.074,801681000.0,-0.066,-38,578,190.85
2022-06-27,3.53,3.976,106.116,0.074,801681000.0,-0.036,-12,337,189.14
2022-06-28,3.53,3.775,106.116,0.074,801681000.0,-0.088,-33,375,179.6
2022-06-29,3.53,3.749,106.116,0.074,801681000.0,-0.083,-30,362,178.36
2022-06-30,3.2,3.676,54.647,0.067,12732000.0,-0.067,-28,420,174.87
2022-07-01,3.2,3.676,54.647,0.067,12732000.0,-0.062,-21,337,179.95
2022-07-05,3.2,3.676,54.647,0.067,12732000.0,-0.059,-25,425,185.88
2022-07-06,3.2,3.676,54.647,0.067,12732000.0,-0.015,-8,538,184.06
2022-07-07,3.2,3.676,54.647,0.067,12732000.0,-0.055,-24,433,189.27
2022-07-08,3.2,3.676,54.647,0.067,12732000.0,-0.043,-12,279,186.98
