date,Adj Close,Volume,Adj Close_s&p500,Volume_s&p500,SMA_20,SMA_50,RSI,MACD,Signal_Line,P_mean,P_sum,twt_count,NFLX_Returns,SP500_Returns,Relative_Performance
2018-07-25,362.87,8467800,2846.0701,3584400000,389.918,375.105,33.308,-5.175,1.458,-0.0833,-43,516,1,0.0091016171146509,0.0064306788665424
2018-07-26,363.09,6993700,2837.4399,3667290000,388.552,375.844,26.664,-5.863,-0.006,-0.1085,-65,599,1,-0.0030323216564482,0.0036385993867649
2018-07-27,355.21,8949500,2818.8201,3434370000,386.542,376.384,16.056,-6.963,-1.397,-0.1033,-44,426,0,-0.0065621830439474,-0.0151404251248261
2018-07-30,334.96,18260700,2802.6001,3261190000,383.718,376.579,13.606,-9.361,-2.99,-0.1256,-82,653,0,-0.005754180623304,-0.0512543495419502
2018-07-31,337.45,14085400,2816.29,3906890000,380.682,376.845,13.191,-10.935,-4.579,-0.0915,-46,503,1,0.0048847140196703,0.0025490094099929
2018-08-01,338.38,7790500,2813.3601,3501350000,378.075,376.976,14.593,-11.969,-6.057,-0.0729,-21,288,1,-0.0010403403058634,0.0037963041523592
2018-08-02,344.5,7131300,2827.22,3501380000,375.38,377.233,22.857,-12.155,-7.277,-0.0271,-9,332,1,0.0049264578679422,0.0131597174379269
2018-08-03,343.09,8848400,2840.3501,3043690000,372.122,377.201,18.547,-12.274,-8.276,-0.1246,-39,313,0,0.0046441734283149,-0.0087370616721466
2018-08-06,350.92,8198100,2850.3999,2879020000,368.72,377.233,31.706,-11.603,-8.942,0.0032,1,314,1,0.0035382257982914,0.0192837742600024
2018-08-07,351.83,7970900,2858.45,3185440000,365.53,377.244,34.388,-10.873,-9.328,-0.0239,-9,376,1,0.0028242002113456,-0.0002310165797487
2018-08-08,347.61,5394700,2857.7,2978070000,361.978,377.202,37.769,-10.513,-9.565,-0.0949,-28,295,0,-0.0002623799611677,-0.0117320491665359
2018-08-09,349.36,4820300,2853.5801,3066180000,358.771,377.118,41.212,-9.972,-9.646,-0.0078,-2,256,1,-0.0014416838716448,0.0064760614787333
2018-08-10,345.87,4328400,2833.28,3265590000,356.274,377.004,37.725,-9.713,-9.659,-0.0595,-11,185,0,-0.0071139057915353,-0.0028757896515606
2018-08-13,341.31,6888900,2821.9299,3173630000,353.316,376.631,38.16,-9.763,-9.68,-0.0672,-24,357,0,-0.0040059930539869,-0.0091781512776983
2018-08-14,337.49,5805200,2839.96,2986500000,351.216,376.145,30.738,-9.995,-9.743,-0.1162,-38,327,0,0.0063892799037992,-0.0175814512436368
2018-08-15,326.4,11784500,2818.3701,3656680000,348.78,375.357,26.098,-10.948,-9.984,-0.1253,-47,375,0,-0.0076021845378103,-0.0252580483579791
2018-08-16,322.44,6689700,2840.6899,3232000000,346.691,374.457,27.502,-11.886,-10.365,-0.1164,-37,318,0,0.0079193999397026,-0.0200517528808791
2018-08-17,316.78,10407900,2850.1299,3037640000,344.477,373.564,34.392,-12.937,-10.879,-0.1529,-63,412,0,0.0033231363972534,-0.0208767897901328
2018-08-20,327.73,13591100,2857.05,2757150000,342.73,372.907,42.714,-12.739,-11.251,-0.0196,-13,662,1,0.0024279945977199,0.0321385815750183
2018-08-21,338.02,14783200,2862.96,3174010000,341.766,372.439,49.763,-11.618,-11.325,-0.0101,-5,497,1,0.0020685672284348,0.0293292297385805
2018-08-22,344.44,8930700,2861.8201,2701250000,340.844,372.051,49.961,-10.096,-11.079,0.0331,11,332,1,-0.0003981543577277,0.0193911133542369
2018-08-23,339.17,11336400,2856.98,2724450000,339.648,371.236,47.557,-9.208,-10.705,-0.0406,-13,320,0,-0.0016912663378106,-0.0136089310840914
2018-08-24,358.82,14729100,2874.6899,2603010000,339.828,370.555,54.292,-6.84,-9.932,0.0153,9,588,1,0.0061988183326449,0.0517367302123323
2018-08-27,364.58,17427300,2896.74,2865070000,341.31,370.007,56.58,-4.447,-8.835,-0.0153,-8,524,1,0.0076704273389627,0.0083821895720233
2018-08-28,368.49,9222600,2897.52,2687770000,342.862,369.569,60.81,-2.21,-7.51,-0.0249,-7,281,1,0.0002692682118519,0.0104554012708406
2018-08-29,368.04,8118700,2914.04,2805520000,344.345,368.83,59.803,-0.468,-6.102,-0.0382,-11,288,0,0.0057014274275932,-0.0069226274601585
2018-08-30,370.98,10981000,2901.1299,2810450000,345.668,367.914,63.253,1.137,-4.654,0.0466,19,408,1,-0.004430309810435,0.012418571955854
2018-08-31,367.68,7943400,2901.52,2887220000,346.898,366.959,64.106,2.118,-3.3,-0.0189,-5,264,0,0.0001344648510912,-0.0090298230914276
2018-09-04,363.6,7605200,2896.72,3087420000,347.532,366.009,63.928,2.537,-2.132,-0.0741,-22,297,0,-0.0016543053296204,-0.0094423004145048
2018-09-05,341.18,13092800,2888.6001,3248780000,347.0,365.143,57.034,1.048,-1.496,-0.096,-43,448,0,-0.0028031359606726,-0.058858030155939
2018-09-06,346.46,13050200,2878.05,3144240000,346.942,364.085,61.29,0.29,-1.139,-0.0531,-22,414,1,-0.0036523227981609,0.0191280247736577
2018-09-07,348.68,9105800,2871.6799,2976580000,346.908,363.25,65.494,-0.129,-0.937,-0.0412,-14,340,1,-0.002213338892653,0.0086210050012949
2018-09-10,348.41,5752200,2877.1299,2751100000,347.035,362.31,61.207,-0.478,-0.845,-0.0401,-13,324,0,0.0018978438369818,-0.0026721928102524
2018-09-11,355.93,6198100,2887.8899,2904500000,347.766,361.6,60.007,-0.146,-0.706,-0.0093,-3,323,1,0.0037398380935111,0.0178439281588924
2018-09-12,369.95,10480800,2888.9199,3341280000,349.389,361.036,63.137,1.234,-0.318,-0.0302,-14,463,1,0.0003566617965593,0.0390331058543831
2018-09-13,368.15,8366100,2904.1799,3274090000,351.476,360.588,65.477,2.158,0.177,-0.0248,-9,363,0,0.005282250989375,-0.0101477733572626
2018-09-14,364.56,4756400,2904.98,3179410000,353.582,359.912,53.7,2.57,0.656,-0.0957,-22,230,0,0.0002754994619995,-0.0100269594647157
2018-09-17,350.35,7071900,2888.8,2967980000,355.261,358.754,41.728,1.731,0.871,-0.115,-36,313,0,-0.0055697457469585,-0.0334087488766973
2018-09-18,367.65,10414000,2904.3101,3091190000,357.257,357.727,49.577,2.434,1.184,0.0074,3,408,1,0.0053690459706452,0.0440101462656896
2018-09-19,366.96,11876800,2907.95,3302460000,358.704,356.754,49.458,2.901,1.527,-0.0478,-24,502,0,0.0012532752614811,-0.0031300602472011
2018-09-20,365.36,6768100,2930.75,3406520000,359.75,355.688,47.141,3.107,1.843,-0.0464,-17,366,0,0.0078405749754981,-0.0122007232205384
2018-09-21,361.19,11930600,2929.6699,5652470000,360.851,354.642,46.728,2.9,2.054,-0.016,-5,313,0,-0.0003685404759874,-0.0110448600057292
2018-09-24,369.61,9322500,2919.3701,3392030000,361.39,354.118,52.903,3.377,2.319,0.0117,5,427,1,-0.0035156861870341,0.0268275165256371
2018-09-25,369.43,6799800,2915.5601,3330880000,361.633,353.497,67.38,3.697,2.595,-0.0115,-4,347,0,-0.0013050760504809,0.0008180762398697
2018-09-26,377.88,13799700,2905.97,3417540000,362.102,353.465,68.605,4.58,2.992,0.038,20,526,1,-0.0032892822205929,0.0261623569573496
2018-09-27,380.71,7326200,2914.0,3101360000,362.736,353.577,68.83,5.446,3.483,-0.0297,-11,370,1,0.0027632769780832,0.0047258730166239
2018-09-28,374.13,7114900,2913.98,3461680000,362.894,353.775,64.076,5.537,3.893,-0.0586,-17,290,0,-6.863417982172493e-06,-0.0172766332067452
2018-10-01,381.43,8376600,2924.5901,3375890000,363.581,354.182,63.989,6.127,4.34,0.0133,5,376,1,0.0036411025470317,0.015870831807337
2018-10-02,377.14,8638700,2923.4299,3432620000,364.258,354.472,54.416,6.178,4.708,-0.0526,-17,323,0,-0.0003967051656229,-0.0108504437214599
2018-10-03,377.05,5798600,2925.51,3625510000,366.052,354.866,55.583,6.14,4.994,-0.0694,-17,245,0,0.0007115272372359,-0.0009501654087372
2018-10-04,363.65,9074400,2901.6101,3510370000,366.911,354.882,49.492,4.972,4.99,-0.0898,-30,334,0,-0.0081694815604801,-0.0273695716154912
2018-10-05,351.35,13523000,2885.5701,3340820000,367.044,354.647,50.571,3.018,4.595,-0.1211,-46,380,0,-0.00552796531829,-0.0282957662917744
2018-10-08,349.1,12375500,2884.4299,3381820000,367.079,354.525,37.216,1.274,3.931,-0.0058,-2,343,0,-0.0003951385551159,-0.0060087322290024
2018-10-09,355.71,8755000,2880.3401,3531690000,367.068,354.94,42.832,0.42,3.229,0.0157,5,319,1,-0.0014178885054547,0.020352291255383
2018-10-10,325.89,17183100,2785.6799,4554260000,364.865,354.709,31.502,-2.633,2.057,-0.1307,-75,574,0,-0.0328642440522908,-0.0509680912770504
2018-10-11,321.1,16082100,2728.3701,4914090000,362.512,354.363,31.32,-5.376,0.57,-0.1036,-55,531,0,-0.0205730026626533,0.0058747916098442
2018-10-12,339.56,14870800,2767.1299,4024010000,361.262,354.264,37.196,-5.992,-0.742,-0.0099,-5,507,1,0.0142062105137421,0.0432836680287678
2018-10-15,333.13,11215000,2750.79,3327160000,360.402,354.065,35.316,-6.919,-1.978,-0.0474,-26,548,0,-0.0059049992557269,-0.0130312712119371
2018-10-16,346.4,20156400,2809.9199,3460260000,359.339,353.975,37.743,-6.508,-2.884,-0.0323,-62,1917,1,0.0214956067166158,0.0183386922057267
2018-10-17,364.7,32610900,2809.21,3347090000,359.226,354.232,44.437,-4.652,-3.238,-0.1214,-226,1861,1,-0.0002526406535644,0.0530817399607238
2018-10-18,346.71,18461000,2768.78,3639300000,358.294,354.214,41.172,-4.58,-3.506,-0.1424,-145,1018,0,-0.0143919464902944,-0.0349362684809148
2018-10-19,332.67,16717200,2767.78,3593940000,356.867,353.88,34.954,-5.591,-3.923,-0.1729,-139,804,0,-0.0003611699015451,-0.0401337682311881
2018-10-22,329.54,17097200,2755.8799,3331270000,354.864,353.554,35.206,-6.57,-4.452,-0.1586,-114,719,0,-0.0042995107992688,-0.0051092125602165
2018-10-23,333.16,14907300,2740.6899,4373710000,353.05,353.391,36.652,-6.973,-4.956,-0.1026,-52,507,1,-0.0055118512239956,0.0164968606310479
2018-10-24,301.83,19039300,2656.1001,4738670000,349.248,352.678,33.048,-9.708,-5.907,-0.1661,-95,572,0,-0.0308644184809087,-0.06317448174721
2018-10-25,312.87,13346900,2705.5701,4663930000,345.856,352.407,39.375,-10.86,-6.897,-0.109,-47,431,1,0.0186250510664112,0.0179518299593317
2018-10-26,299.83,19616000,2658.6899,4804330000,342.141,351.955,37.161,-12.679,-8.054,-0.1224,-60,490,0,-0.0173272908360423,-0.0243513616394267
2018-10-29,284.84,21698800,2641.25,4701260000,337.312,351.316,32.305,-15.155,-9.474,-0.1382,-81,586,0,-0.0065595841019292,-0.043435413063131
2018-10-30,285.81,23685700,2682.6299,5125600000,332.745,350.478,38.308,-16.845,-10.948,-0.1217,-64,526,1,0.0156667865593942,-0.012261365972398
2018-10-31,301.78,20360300,2711.74,5133380000,328.982,349.753,44.709,-16.703,-12.099,-0.0186,-9,485,1,0.0108513291378731,0.0450249523078425
2018-11-01,317.38,15121500,2740.3701,4730250000,326.668,349.212,43.829,-15.157,-12.711,-0.0506,-24,474,1,0.0105578337156218,0.0411354527844776
2018-11-02,309.1,13404600,2723.0601,4261230000,324.556,348.61,43.383,-14.434,-13.055,-0.082,-30,366,0,-0.0063166650373246,-0.0197719353785804
2018-11-05,315.44,10283000,2738.3101,3650910000,322.872,347.743,41.136,-13.197,-13.084,-0.0149,-5,336,1,0.0056003170844447,0.0149108443519834
2018-11-06,310.84,9710400,2755.45,3543800000,320.629,346.668,33.267,-12.444,-12.956,-0.0214,-7,327,0,0.0062592983899083,-0.0208421033607427
2018-11-07,327.5,13328300,2813.8899,3929080000,320.71,345.848,43.982,-10.384,-12.442,-0.0655,-27,412,1,0.0212088406612351,0.0323878650394469
2018-11-08,317.92,11023900,2806.8301,3673550000,320.55,344.846,45.247,-9.416,-11.836,-0.0749,-31,414,0,-0.0025089112406281,-0.0267429971563183
2018-11-09,303.47,13480800,2781.01,4029030000,318.746,343.495,42.17,-9.702,-11.409,-0.0798,-36,451,0,-0.0091990249071363,-0.0362526610515954
2018-11-12,294.07,10924800,2726.22,3701570000,316.793,342.023,38.653,-10.566,-11.241,-0.0386,-12,311,0,-0.0197014753632674,-0.0112735798316447
2018-11-13,294.4,12232200,2722.1799,4112820000,314.193,340.639,47.37,-11.096,-11.212,-0.0728,-22,302,1,-0.0014819420296233,0.0026041238230739
2018-11-14,286.73,16853600,2701.5801,4449060000,310.294,339.55,40.521,-11.997,-11.369,-0.1156,-52,450,0,-0.0075673911191541,-0.0184855980112804
2018-11-15,290.06,9967100,2730.2,4204960000,307.462,338.422,46.189,-12.3,-11.555,-0.0625,-19,304,1,0.0105937632572876,0.0010199499921106
2018-11-16,286.21,9099500,2736.27,3996970000,305.139,337.173,50.585,-12.705,-11.785,-0.1942,-47,242,0,0.0022232803457622,-0.015496396252816
2018-11-19,270.6,12993800,2690.73,3806940000,302.192,335.617,44.224,-14.122,-12.252,-0.1285,-59,459,0,-0.0166430944314706,-0.0378972780223219
2018-11-20,266.98,16693800,2641.8899,4370820000,298.883,333.838,35.417,-15.361,-12.874,-0.1291,-75,581,0,-0.0181512452011164,0.0047735659697786
2018-11-21,262.13,11023000,2649.9299,3237400000,296.898,331.681,24.556,-16.543,-13.608,-0.0928,-36,388,0,0.0030432759518101,-0.0212094307199577
2018-11-23,258.82,5245100,2632.5601,1651680000,294.196,329.495,25.734,-17.544,-14.395,-0.112,-28,250,0,-0.0065548149028394,-0.0060725074181462
2018-11-26,261.43,12498600,2673.45,3523520000,292.276,327.432,22.96,-17.921,-15.1,-0.0794,-27,340,1,0.0155323709418826,-0.0054481425205858
2018-11-27,266.63,11149500,2682.1699,3494380000,291.365,325.758,27.998,-17.597,-15.6,-0.0375,-14,373,1,0.0032616656380333,0.0166289360526676
2018-11-28,282.65,14801300,2743.79,3984540000,291.207,324.058,27.537,-15.865,-15.653,-0.0215,-10,465,1,0.022973973423533,0.0371092880249159
2018-11-29,288.75,15431500,2737.8,3599200000,290.556,322.493,34.862,-13.84,-15.29,-0.0203,-8,395,1,-0.0021831116812874,0.0237645728523471
2018-11-30,286.13,11860100,2760.1699,4668310000,288.993,320.909,39.742,-12.305,-14.693,-0.0912,-28,307,0,0.0081707575425522,-0.0172443506161453
2018-12-03,290.3,14117400,2790.3701,4221580000,288.053,319.491,47.623,-10.63,-13.88,-0.1027,-38,370,1,0.0109414279171728,0.0036323672109157
2018-12-04,275.33,12800600,2700.0601,4515710000,286.048,317.605,39.849,-10.39,-13.182,-0.1084,-36,332,0,-0.0323648823501943,-0.0192024617765712
2018-12-06,282.88,13074300,2695.95,5180430000,284.65,315.874,47.948,-9.482,-12.442,-0.0692,-27,390,1,-0.00152222537565,0.0289438648628109
2018-12-07,265.14,12466700,2633.0801,4242240000,281.532,313.62,38.486,-10.077,-11.969,-0.116,-34,293,0,-0.0233201283406589,-0.0393919757317392
2018-12-10,269.7,9605600,2637.72,4162880000,279.12,311.399,42.422,-10.065,-11.588,-0.1095,-31,283,1,0.0017621567987999,0.0154363043915146
2018-12-11,265.32,9843200,2636.78,3963440000,277.213,309.223,47.298,-10.29,-11.329,-0.1736,-54,311,0,-0.0003563683787511,-0.0158838985845413
2018-12-12,274.88,11456700,2651.0701,4029300000,276.254,307.092,53.811,-9.587,-10.98,-0.0508,-23,453,1,0.0054195268471393,0.0306124345579563
2018-12-13,276.02,8379300,2650.54,3978340000,275.334,305.07,56.95,-8.835,-10.551,-0.1268,-35,276,1,-0.0001999569909524,0.0043472212517207
2018-12-14,266.84,9915300,2599.95,4064370000,274.34,302.866,53.79,-8.878,-10.217,-0.1303,-37,284,0,-0.0190866766772054,-0.0141717828547125
2018-12-17,262.8,9634700,2545.9399,4661420000,272.977,300.849,50.639,-9.133,-10.0,-0.0974,-30,308,0,-0.020773514875286,0.0056333559785689
2018-12-18,270.94,10350100,2546.1599,4519190000,272.213,299.24,51.956,-8.579,-9.716,-0.0693,-28,404,1,8.641209480253487e-05,0.0308877127149387
2018-12-19,266.77,13788400,2506.96,5152830000,272.022,297.594,41.924,-8.38,-9.449,-0.0789,-34,431,0,-0.0153956945123517,4.8330670132656905e-06
2018-12-20,260.58,16792900,2467.4199,5619780000,271.702,295.691,35.687,-8.622,-9.283,-0.1643,-82,499,0,-0.015772130388997,-0.0074313782514048
2018-12-21,246.39,21397600,2416.6201,7657890000,270.915,294.101,31.933,-9.846,-9.396,-0.163,-74,454,0,-0.0205882265924821,-0.0338672189520723
2018-12-24,233.88,9547600,2351.1001,2613670000,269.668,292.357,26.158,-11.69,-9.855,-0.1089,-33,303,0,-0.0271122465628751,-0.0236609179324371
2018-12-26,253.67,14402700,2467.7,4249740000,269.28,290.639,41.205,-11.424,-10.169,-0.0697,-23,330,1,0.0495937625114302,0.0350222799034833
2018-12-27,255.57,12235200,2488.8301,4139010000,268.727,289.088,38.378,-10.933,-10.321,-0.0888,-31,349,1,0.0085626696924263,-0.0010726235695106
2018-12-28,256.08,10992800,2485.74,3728440000,267.398,287.281,45.482,-10.383,-10.334,-0.0065,-2,310,1,-0.0012415873626731,0.0032371267452296
2018-12-31,267.66,13508900,2506.8501,3461920000,266.344,285.341,49.049,-8.91,-10.049,-0.0299,-11,368,1,0.0084924811122644,0.0367277625615876
2019-01-02,267.66,11679500,2510.03,3733160000,265.42,283.76,51.137,-7.655,-9.57,-0.1184,-67,566,0,0.0012684843022723,-0.0012684843022723
2019-01-03,271.2,14969600,2447.8899,3858830000,264.466,282.53,48.101,-6.301,-8.916,-0.1234,-67,543,1,-0.0247567160551865,0.0379824501955138
2019-01-04,297.57,19330100,2531.9399,4234140000,265.578,281.891,58.824,-3.066,-7.746,0.0154,11,715,1,0.0343356945914927,0.0628988186828436
2019-01-07,315.34,18620100,2549.6899,4133120000,267.201,281.534,68.554,0.922,-6.013,-0.0278,-18,647,1,0.0070104349633259,0.0527066064050913
2019-01-08,320.27,15359200,2574.4099,4120060000,269.957,281.903,71.837,4.429,-3.924,-0.0925,-59,638,1,0.0096952966711756,0.0059386222734556
2019-01-09,319.96,13343200,2584.96,4088740000,272.47,282.045,69.804,7.101,-1.719,-0.049,-22,449,0,0.0040980653469364,-0.0050659986532093
2019-01-10,324.66,13472500,2596.6399,3721300000,275.437,282.542,73.288,9.489,0.522,-0.0494,-34,688,1,0.0045184064743748,0.0101709296926462
2019-01-11,337.59,19500400,2596.26,3447460000,278.573,283.597,79.386,12.283,2.875,-0.0442,-47,1064,1,-0.0001463044606223,0.0399725842610286
2019-01-14,332.94,10499600,2582.6101,3689370000,281.418,284.539,85.62,13.961,5.092,-0.0879,-35,398,0,-0.005257524284933,-0.0085165803982624
2019-01-15,354.64,21181200,2610.3,3601180000,285.808,285.596,96.204,16.848,7.443,-0.0781,-112,1434,1,0.0107216726210435,0.0544552361312842
2019-01-16,351.39,15385500,2616.1001,3882180000,290.238,286.277,92.807,18.658,9.686,-0.1158,-93,803,0,0.0022220051335095,-0.0113862280074098
2019-01-17,353.19,18871200,2635.96,3802410000,294.35,287.158,92.801,20.008,11.75,-0.1199,-269,2244,1,0.0075914144110922,-0.0024689009644944
2019-01-18,339.1,26621000,2670.71,4009010000,297.967,287.632,82.526,19.713,13.343,-0.0895,-144,1609,0,0.0131830528536092,-0.0530765945733633
2019-01-22,325.16,17941400,2632.8999,3923950000,301.196,287.918,72.119,18.145,14.303,-0.1053,-84,798,0,-0.0141573214613343,-0.0269514959966427
2019-01-23,321.99,13480100,2638.7,3358770000,304.976,287.808,70.402,16.458,14.734,-0.125,-71,568,0,0.0022029322117411,-0.0119519788349421
2019-01-24,326.67,11131600,2642.3301,3449230000,309.616,287.983,70.653,15.321,14.852,-0.0699,-30,429,1,0.0013757153143594,0.0131588975618168
2019-01-25,338.05,11152900,2664.76,3821000000,313.834,288.674,66.966,15.164,14.914,-0.0619,-24,388,1,0.0084886820159222,0.0263476972046978
2019-01-28,335.66,8652100,2643.8501,3630820000,317.839,289.506,59.777,14.677,14.867,-0.0675,-22,326,0,-0.0078468229784296,0.0007768629133505
2019-01-29,328.9,7655200,2640.0,3518070000,321.48,290.196,54.08,13.589,14.611,-0.1036,-37,357,0,-0.0014562474627438,-0.0186831793381857
2019-01-30,340.66,9234500,2681.05,3883270000,325.13,291.275,58.831,13.52,14.393,-0.0833,-28,336,1,0.0155492424242424,0.0202063063747848
2019-01-31,339.5,8535500,2704.1001,4953800000,328.722,292.264,56.528,13.219,14.158,-0.0693,-28,404,0,0.0085974151918091,-0.0120025698915098
2019-02-01,339.85,9827800,2706.53,3782490000,332.154,293.336,51.118,12.861,13.899,-0.0862,-28,325,1,0.0008985983913836,0.0001323294436679
2019-02-04,351.34,9051400,2724.8701,3369450000,334.843,294.951,58.525,13.35,13.789,-0.0688,-36,523,1,0.0067762411648863,0.0270327922322004
2019-02-05,355.81,9046600,2737.7,3597620000,336.866,296.728,50.645,13.938,13.819,-0.055,-26,473,1,0.0047084446337459,0.008014274100244
2019-02-06,352.19,6717700,2731.6101,3486590000,338.462,298.529,50.439,13.951,13.845,-0.1389,-50,360,0,-0.0022244584870511,-0.007949510766202
2019-02-07,344.71,7864500,2706.05,4114040000,339.7,300.247,45.617,13.205,13.717,-0.1127,-32,284,0,-0.0093571553275483,-0.0118813806899422
2019-02-08,347.57,7561400,2707.8799,3649510000,340.846,301.97,54.953,12.699,13.514,-0.1012,-34,336,1,0.0006762254947247,0.0076206037240389
2019-02-11,345.73,5454900,2709.8,3395330000,341.252,303.552,64.01,12.011,13.213,-0.0675,-17,252,0,0.0007090787150494,-0.006002976347181
2019-02-12,359.97,10429400,2744.73,3843020000,342.604,305.098,72.479,12.47,13.065,-0.0114,-6,526,1,0.0128902502029668,0.028297960250277
2019-02-13,351.77,10559100,2753.03,3684910000,342.46,306.358,64.261,12.034,12.858,-0.057,-29,509,0,0.0030239768574686,-0.0258036529415869
2019-02-14,359.07,9295300,2745.73,3845390000,342.845,307.817,62.524,12.138,12.714,-0.0023,-1,441,1,-0.0026516238471793,0.0234038198843627
2019-02-15,356.87,9230000,2775.6001,3648680000,343.028,309.149,62.666,11.905,12.553,-0.0938,-39,416,0,0.0108787462714834,-0.01700568530844
2019-02-19,361.92,7396600,2779.76,3535270000,344.17,310.88,70.129,11.99,12.44,-0.0513,-23,448,1,0.0014987389573879,0.0126520722623839
2019-02-20,359.91,8110700,2784.7,3904830000,345.907,312.421,63.318,11.76,12.304,-0.0964,-37,384,0,0.0017771318387196,-0.007330845366571
2019-02-21,356.97,6227900,2774.8799,3598260000,347.656,314.258,61.796,11.211,12.085,-0.1118,-35,313,0,-0.0035264480913562,-0.0046422607525213
2019-02-22,363.02,7088200,2792.6699,3429350000,349.473,316.124,64.527,11.135,11.895,-0.0828,-27,326,1,0.0064110882780907,0.0105371146521273
2019-02-25,363.91,7569300,2796.1101,3860260000,350.767,318.096,59.089,11.02,11.72,-0.0231,-9,390,1,0.0012318677549394,0.0012197878012283
2019-02-26,364.97,4944600,2793.8999,3676200000,352.232,319.898,56.967,10.889,11.554,-0.0909,-28,308,1,-0.0007904552828588,0.0037032633947546
2019-02-27,362.87,5629900,2792.3799,3771790000,353.931,321.635,58.315,10.495,11.342,-0.1023,-31,303,0,-0.0005440423975103,-0.0052098551831127
2019-02-28,358.1,6186800,2784.49,4445780000,354.802,323.46,60.884,9.686,11.011,-0.176,-63,358,0,-0.0028255109557263,-0.0103196925606844
2019-03-01,357.32,5526500,2803.6899,3994950000,355.694,325.35,58.203,8.879,10.585,-0.1613,-50,310,0,0.0068953021917836,-0.0090734647162182
2019-03-04,351.04,7487000,2792.8101,3949730000,356.253,326.952,54.157,7.645,9.997,-0.1609,-51,317,0,-0.0038805290128554,-0.0136947536469452
2019-03-05,354.3,5937800,2789.6499,3631380000,356.401,328.703,44.64,6.852,9.368,-0.0615,-22,358,1,-0.0011315484715557,0.0104182394469432
2019-03-06,359.61,6211900,2771.45,3800180000,356.591,330.683,57.84,6.575,8.809,-0.028,-10,357,1,-0.006524080315598,0.0215113792148359
2019-03-07,352.6,6151300,2748.9299,3932150000,356.612,332.808,43.492,5.724,8.192,-0.1042,-37,355,0,-0.0081257464504139,-0.011367593556816
2019-03-08,349.6,6898800,2743.0701,3424300000,356.856,335.122,42.803,4.753,7.504,-0.1083,-39,360,0,-0.002131665852956,-0.0063765587641737
2019-03-11,358.86,5387300,2783.3,3764850000,357.42,337.226,47.204,4.677,6.939,-0.1144,-31,271,1,0.0146660123633006,0.0118214018243423
2019-03-12,356.27,5164600,2791.52,3432340000,357.948,339.24,46.709,4.357,6.423,-0.0796,-23,289,0,0.0029533287823806,-0.0101706280077054
2019-03-13,361.21,6444100,2810.9199,3782250000,358.01,341.342,53.7,4.451,6.028,-0.1046,-34,325,1,0.0069495830228691,0.006916305207967
2019-03-14,358.82,5271400,2808.48,3505670000,358.362,343.166,46.085,4.283,5.679,-0.0854,-28,328,0,-0.0008680076582757,-0.0057486419361429
2019-03-15,361.46,8444500,2822.48,5969780000,358.482,345.042,47.788,4.314,5.406,-0.0147,-5,341,1,0.004984902865607,0.0023725465519282
2019-03-18,363.44,7194700,2832.9399,3620770000,358.81,346.886,48.641,4.446,5.214,-0.003,-1,335,1,0.0037059252855644,0.0017718592549103
2019-03-19,358.78,7541400,2832.5701,3650740000,358.653,348.111,46.526,4.128,4.997,-0.1318,-51,387,0,-0.0001305357731027,-0.0126913880657703
2019-03-20,375.22,10917200,2824.23,3779160000,359.418,349.308,62.135,5.143,5.026,0.0087,5,576,1,-0.0029443578466071,0.0487663100178542
2019-03-21,377.87,8544000,2854.8799,3612620000,360.464,350.46,64.19,6.09,5.239,-0.0444,-19,428,1,0.0108524801450307,-0.0037899568253783
2019-03-22,361.01,8661300,2800.71,4253730000,360.363,351.281,56.007,5.419,5.275,-0.0446,-17,381,0,-0.0189744934629298,-0.0256440261337568
2019-03-25,366.23,8473800,2798.3601,3406110000,360.479,352.113,57.022,5.247,5.269,-0.108,-46,426,1,-0.0008390372441274,0.015298470500824
2019-03-26,359.97,7666500,2818.46,3288570000,360.229,352.56,50.21,4.554,5.126,-0.0909,-30,330,0,0.0071827424926478,-0.0242758260740038
2019-03-27,353.37,7852400,2805.3701,3422400000,359.754,352.969,50.45,3.432,4.787,-0.1172,-32,273,0,-0.0046443447840309,-0.0136905164544056
2019-03-28,354.61,4361000,2815.4399,3185460000,359.58,352.968,52.992,2.613,4.352,-0.0806,-22,273,1,0.003589472918386,-8.040310487622548e-05
2019-03-29,356.56,4705600,2834.3999,3752520000,359.542,353.072,48.495,2.097,3.901,-0.0922,-20,217,1,0.0067342939907899,-0.0012352950905898
2019-04-01,366.96,7036100,2867.1899,3560090000,360.338,353.347,56.346,2.498,3.621,-0.0072,-2,279,1,0.0115685863522645,0.0175990151734253
2019-04-02,367.72,5158700,2867.24,3267210000,361.008,353.919,54.066,2.845,3.465,-0.0337,-11,326,1,1.7473554855929052e-05,0.0020535968615382
2019-04-03,369.75,5368900,2873.3999,3570000000,361.516,354.811,56.858,3.246,3.422,-0.0386,-13,337,1,0.0021483726510511,0.0033721320808099
2019-04-04,367.88,4627300,2879.3899,3038740000,362.28,355.729,54.067,3.374,3.412,-0.0488,-14,287,0,0.002084638480011,-0.0071421097443788
2019-04-05,365.49,3905500,2892.74,3155970000,363.074,356.505,51.292,3.245,3.379,-0.1063,-27,254,0,0.0046364335722646,-0.0111331172734715
2019-04-08,361.41,4653800,2895.77,3056460000,363.202,356.973,51.67,2.782,3.259,-0.1122,-34,303,0,0.0010474498226595,-0.0122105459402003
