date,Adj Close,Volume,Adj Close_s&p500,Volume_s&p500,SMA_20,SMA_50,RSI,MACD,Signal_Line,P_mean,P_sum,twt_count,NFLX_Returns,SP500_Returns,Relative_Performance
2020-05-15,454.19,7244000,2863.7,5507700000,429.128,389.565,65.87,13.887,13.638,-0.0607,-31,511,1,0.003926380368098,0.0237690602926101
2020-05-18,452.58,7773500,2953.9099,6373670000,429.883,391.237,77.879,14.263,13.763,-0.0864,-45,521,0,0.031501169815274,-0.0350459418269872
2020-05-19,451.04,4810500,2922.9399,4984330000,430.743,393.328,74.194,14.272,13.865,-0.0653,-28,429,0,-0.0104844091554723,0.0070816958230228
2020-05-20,447.67,5607300,2971.6101,5005380000,432.056,394.999,68.226,13.848,13.862,-0.0909,-38,418,0,0.0166511121217374,-0.0241227332639865
2020-05-21,436.25,9117300,2948.51,4976620000,432.534,396.726,62.614,12.446,13.579,-0.1055,-54,512,0,-0.0077735972158661,-0.0177362649593969
2020-05-22,429.32,5422300,2955.45,3970860000,432.75,399.007,50.758,10.654,12.994,-0.085,-26,306,0,0.0023537312066093,-0.0182391180260935
2020-05-26,414.77,7881100,2991.77,5848500000,432.42,400.576,44.388,7.967,11.988,-0.1133,-57,503,0,0.0122891607031079,-0.0461799647653459
2020-05-27,419.89,10446300,3036.1299,6398000000,433.222,402.997,41.429,6.18,10.827,-0.0565,-34,602,1,0.0148273095859641,-0.0024831188296412
2020-05-28,413.44,5655100,3029.73,5447020000,433.3,404.871,36.882,4.195,9.5,-0.0406,-18,443,0,-0.0021079137621877,-0.0132532522574839
2020-05-29,419.73,5254900,3044.3101,7297550000,433.294,406.956,41.524,3.093,8.219,-0.0833,-23,276,1,0.004812343014064,0.0104014727754095
2020-06-01,425.92,3743700,3055.73,4684170000,433.826,408.834,42.278,2.689,7.113,-0.0107,-4,375,1,0.0037512275769804,0.0109963482455721
2020-06-02,427.31,3494800,3080.8201,5197150000,433.784,410.724,47.415,2.453,6.181,-0.0433,-14,323,1,0.0082108366904143,-0.004947313023998
2020-06-03,421.97,4316000,3122.8701,6005560000,433.649,411.958,40.536,1.813,5.307,-0.0956,-41,429,0,0.0136489631445861,-0.0261457453401818
2020-06-04,414.33,5410500,3112.3501,6451290000,432.652,413.098,34.669,0.682,4.382,-0.1076,-44,409,0,-0.0033686959953921,-0.0147368565320388
2020-06-05,419.6,5099600,3193.9299,8639300000,431.806,414.642,29.19,0.209,3.548,-0.0746,-29,389,1,0.0262116398794596,-0.0134923098768047
2020-06-08,419.49,5851500,3232.3899,8498300000,431.003,415.772,29.727,-0.173,2.803,-0.0597,-28,469,0,0.0120415917706897,-0.0123037462034829
2020-06-09,434.05,6797000,3207.1799,6410930000,430.68,417.311,41.023,0.691,2.381,-0.0446,-25,561,1,-0.0077991828894157,0.0425079959719683
2020-06-10,434.48,4896900,3190.1399,6598870000,430.812,418.581,42.807,1.394,2.184,-0.0869,-39,449,1,-0.0053130789451505,0.0063037482228835
2020-06-11,425.56,7462900,3002.1001,7037320000,430.177,419.582,44.007,1.218,1.99,-0.0426,-26,611,0,-0.0589440607291235,0.0384137716479229
2020-06-12,418.07,6461100,3041.3101,5845330000,428.983,420.662,43.733,0.468,1.686,-0.0674,-29,430,0,0.0130608569647627,-0.0306611953424298
2020-06-15,425.5,4467900,3066.5901,5757480000,427.548,421.771,56.493,0.468,1.442,-0.0632,-28,443,1,0.0083122072951389,0.0094599361258191
2020-06-16,436.13,5507900,3124.74,5845810000,426.726,423.258,59.213,1.311,1.416,-0.049,-22,449,1,0.0189623973546382,0.0060199763233876
2020-06-17,447.77,6529600,3113.49,4560450000,426.562,424.614,68.392,2.885,1.71,-0.0343,-17,495,1,-0.0036002995449221,0.0302895894355511
2020-06-18,449.87,4277600,3115.3401,4448690000,426.672,426.166,66.906,4.253,2.219,-0.0356,-16,449,1,0.000594220633437,0.0040956871317103
2020-06-19,453.72,5934500,3097.74,8346650000,427.546,427.818,66.014,5.583,2.891,-0.0236,-8,339,1,-0.0056494955398288,0.0142075234145483
2020-06-22,468.04,6272100,3117.8601,4686690000,429.482,429.764,70.42,7.704,3.854,-0.0282,-17,603,1,0.006495089968816,0.025066225379857
2020-06-23,466.26,5948400,3131.29,4711850000,432.056,431.155,73.027,9.136,4.91,-0.0326,-17,521,0,0.0043074094312314,-0.0081105031839021
2020-06-24,457.85,4826200,3050.3301,5597680000,433.954,432.041,72.447,9.483,5.825,-0.062,-23,371,0,-0.0258551268007753,0.0078179801444034
2020-06-25,465.91,4134500,3083.76,4847690000,436.578,432.824,73.218,10.289,6.718,-0.0904,-32,354,1,0.010959436816363,0.0066445819670812
2020-06-26,443.4,6804700,3009.05,8107850000,437.762,432.909,59.789,9.008,7.176,-0.0587,-20,341,0,-0.0242269177886735,-0.0240871342814688
2020-06-29,447.24,4844000,3053.24,4473970000,438.828,433.395,55.92,8.209,7.382,-0.0252,-8,317,1,0.0146856981439322,-0.0060253463171391
2020-06-30,455.04,4198500,3100.29,4705850000,440.214,433.746,58.655,8.111,7.528,-0.0147,-6,409,1,0.0154098596900342,0.0020304408197591
2020-07-01,485.64,9705900,3115.8601,4449230000,443.398,434.782,71.387,10.382,8.099,-0.0348,-29,834,1,0.00502214308984,0.0622246923531979
2020-07-02,476.89,6351500,3130.01,4197720000,446.526,435.891,70.752,11.346,8.748,-0.0223,-11,494,0,0.0045412501029813,-0.0225587115970922
2020-07-06,493.81,7839000,3179.72,4759160000,450.236,437.233,72.588,13.321,9.663,-0.0191,-16,839,1,0.0158817383970018,0.0195981416591957
2020-07-07,493.16,5669900,3145.3201,4571330000,453.92,438.597,70.19,14.665,10.663,-0.0056,-3,538,0,-0.0108185311914256,0.0095022354501486
2020-07-08,502.78,5691700,3169.9399,4937310000,457.356,440.225,69.758,16.319,11.794,-0.0269,-16,595,1,0.0078274386126868,0.011679415146742
2020-07-09,507.76,5840500,3152.05,4843650000,461.02,442.303,70.371,17.825,13.001,-0.0794,-39,491,1,-0.0056436085744084,0.0155485371714092
2020-07-10,548.73,21605600,3185.04,4524190000,467.178,445.04,76.508,22.071,14.815,0.0098,12,1223,1,0.0104662045335575,0.0702215219513959
2020-07-13,525.5,18399000,3155.22,4902440000,472.55,447.153,65.272,23.292,16.51,-0.0412,-42,1020,0,-0.0093625197799713,-0.0329715971810112
2020-07-14,524.88,15083300,3197.52,4507140000,477.519,449.345,65.677,23.934,17.995,-0.0861,-63,732,0,0.0134063551828398,-0.0145861839173784
2020-07-15,523.26,10066700,3226.5601,4686830000,481.876,451.248,68.152,24.036,19.203,-0.0297,-19,639,0,0.0090820698541369,-0.0121684896072233
2020-07-16,527.39,24499000,3215.5701,3972860000,485.856,453.302,67.442,24.17,20.197,-0.1577,-442,2802,1,-0.0034061042284631,0.011298929974746
2020-07-17,492.99,24991400,3224.73,4012850000,488.012,454.476,63.18,21.257,20.409,-0.094,-176,1873,0,0.0028486084007313,-0.0680754803550724
2020-07-20,502.41,11940300,3251.8401,3979340000,490.447,455.794,64.24,19.483,20.223,-0.0656,-58,884,1,0.0084069363946748,0.0107009562603486
2020-07-21,490.1,9113700,3257.3,4556610000,491.55,456.885,58.844,16.889,19.556,-0.0737,-48,651,0,0.0016790185962711,-0.0261809194342321
2020-07-22,489.82,6954100,3276.02,4267160000,492.728,457.871,51.245,14.642,18.574,-0.0849,-49,577,0,0.005747091149111,-0.0063184031262586
2020-07-23,477.58,7722000,3235.6599,4296760000,493.714,458.786,50.201,11.738,17.207,-0.099,-72,727,0,-0.0123198576321267,-0.0126689137532801
2020-07-24,480.45,7746200,3215.6299,3689410000,494.442,459.63,45.754,9.558,15.677,-0.0371,-26,701,1,-0.0061903910234818,0.0121998554064125
2020-07-27,495.65,7863100,3239.4099,3970310000,497.054,460.704,50.724,8.954,14.332,-0.0118,-6,510,1,0.0073951296447394,0.0242418773278902
2020-07-28,488.51,5986700,3218.4399,4053180000,499.118,461.39,45.788,7.809,13.028,-0.0549,-20,364,0,-0.0064734012203889,-0.0079319251187616
2020-07-29,484.48,6611800,3258.4399,4478200000,500.59,462.028,43.09,6.502,11.723,-0.0614,-29,472,0,0.0124283818380452,-0.0206779570770372
2020-07-30,485.8,6608600,3246.22,4264920000,500.598,462.723,25.573,5.508,10.48,-0.0577,-24,416,1,-0.0037502302865859,0.0064748009602979
2020-07-31,488.88,5916300,3271.1201,5007530000,501.197,463.548,33.149,4.913,9.366,-0.0471,-17,361,1,0.0076704906013764,-0.0013304329644889
2020-08-03,498.62,5873100,3294.6101,4438940000,501.438,464.795,38.852,5.168,8.527,-0.0208,-11,528,1,0.0071810264624645,0.0127420630482537
2020-08-04,509.64,5608000,3306.51,4414380000,502.262,466.401,44.645,6.187,8.059,-0.0308,-16,520,1,0.0036119296787198,0.0184890690778483
2020-08-05,502.11,4308200,3327.77,4535060000,502.228,468.148,40.32,6.315,7.71,-0.0724,-32,442,0,0.0064297401187354,-0.0212048755084222
2020-08-06,509.08,3725900,3349.1599,4278930000,502.294,469.932,57.799,6.899,7.548,-0.0386,-19,492,1,0.0064276978276744,0.0074537225782125
2020-08-07,494.73,5910300,3351.28,4110030000,499.594,471.558,46.447,6.134,7.265,-0.0498,-27,542,0,0.0006330244190491,-0.0288211284498497
2020-08-10,483.38,4691200,3360.47,4327920000,497.488,472.831,46.863,4.558,6.724,-0.0368,-16,435,0,0.0027422358024395,-0.0256840424444464
2020-08-11,466.93,7329200,3333.6899,4880540000,494.59,473.651,40.717,1.96,5.771,-0.0499,-30,601,0,-0.0079691531244141,-0.0260620438634628
2020-08-12,475.47,5439200,3380.3501,3772250000,492.201,474.614,49.118,0.583,4.733,-0.0379,-22,580,1,0.0139965627876785,0.0042931166075199
2020-08-13,481.33,3008900,3373.4299,3438730000,489.898,475.801,50.359,-0.035,3.78,-0.0264,-12,455,1,-0.0020471844025859,0.0143718315937861
2020-08-14,482.68,2943500,3372.8501,3200060000,489.382,477.168,44.036,-0.411,2.942,-0.0529,-21,397,1,-0.0001718725502491,0.0029766011148514
2020-08-17,482.35,2423500,3381.99,3460330000,488.38,478.423,46.978,-0.727,2.208,-0.0338,-14,414,0,0.0027098447096713,-0.0033935274808655
2020-08-18,491.87,3505500,3389.78,3669550000,488.468,479.871,53.44,-0.207,1.725,-0.0432,-24,555,1,0.0023033775972136,0.0174333281144065
2020-08-19,484.53,3156200,3374.8501,3679480000,488.204,480.881,49.44,-0.383,1.303,-0.0541,-28,518,0,-0.0044043861253533,-0.0105182560361934
2020-08-20,497.9,5132500,3385.51,3431040000,489.22,482.149,53.645,0.55,1.153,-0.0305,-16,524,1,0.003158629178819,0.0244351214661358
2020-08-21,492.31,3921300,3397.1599,3505010000,489.812,483.484,47.361,0.829,1.088,-0.0713,-35,491,0,0.0034411063621138,-0.0146682604091111
2020-08-24,488.81,4762200,3431.28,3743410000,489.47,484.899,40.705,0.759,1.022,-0.0626,-29,463,0,0.0100437132794368,-0.0171530549543977
2020-08-25,490.58,5727700,3443.6201,3627650000,489.574,486.2,44.576,0.837,0.985,-0.0603,-28,464,1,0.0035963547131099,2.4684136340713536e-05
2020-08-26,547.53,20373700,3478.73,3780530000,492.726,488.428,62.302,5.431,1.874,0.0046,7,1511,1,0.0101956368532056,0.1058914437452696
2020-08-27,526.27,9062900,3484.55,3955890000,494.75,489.998,59.664,7.273,2.954,0.003,2,662,0,0.0016730243508407,-0.040501946966953
2020-08-28,523.89,4417500,3508.01,3868510000,496.5,491.479,63.135,8.443,4.052,0.0049,2,405,0,0.0067325766598269,-0.0112549701080569
2020-08-31,529.56,4941400,3500.3101,4348280000,498.048,492.996,71.833,9.716,5.185,-0.0175,-9,515,1,-0.0021949481329871,0.0130178307991956
2020-09-01,556.55,9572700,3526.6499,4101490000,500.393,494.766,75.043,12.755,6.699,0.0352,25,711,1,0.0075249904287051,0.0434418499670952
2020-09-02,552.84,5886900,3580.8401,4295640000,502.93,496.497,72.385,14.695,8.298,-0.0397,-22,554,0,0.0153659142632784,-0.0220319820020259
2020-09-03,525.75,9071100,3455.0601,4911830000,503.763,497.855,61.611,13.887,9.416,-0.1519,-72,474,0,-0.0351258354149909,-0.0138756840119681
2020-09-04,516.05,8270100,3426.96,4438720000,504.829,498.858,58.648,12.322,9.997,-0.0632,-29,459,0,-0.0081330278451596,-0.0103168057259293
2020-09-08,507.02,5572700,3331.8401,4694330000,506.011,500.131,53.898,10.234,10.044,-0.0258,-13,504,0,-0.0277563496510027,0.0102580452231372
2020-09-09,500.19,6848100,3398.96,3932520000,507.674,501.19,54.039,7.938,9.623,-0.0894,-44,492,0,0.0201449943531204,-0.0336158633523709
2020-09-10,480.67,6240200,3339.1899,4208630000,507.934,501.702,45.692,4.49,8.597,-0.2379,-133,559,0,-0.0175848200626074,-0.0214403503726271
2020-09-11,482.03,5035200,3340.97,3710090000,507.969,501.63,47.374,1.847,7.247,-0.2581,-112,434,1,0.0005330933709399,0.0022962906139143
2020-09-14,476.26,7359100,3383.54,3839580000,507.648,501.617,46.831,-0.705,5.656,-0.1317,-76,577,0,0.0127418085166883,-0.0247120178397595
2020-09-15,495.99,5337000,3401.2,4057190000,508.33,501.661,51.252,-1.123,4.3,-0.0766,-42,548,1,0.0052193856138835,0.0362075660511733
2020-09-16,483.86,4394900,3385.49,4718900000,507.929,501.475,31.402,-2.405,2.959,-0.1174,-54,460,0,-0.0046189580148182,-0.019837180213775
2020-09-17,470.2,5379300,3357.01,4379840000,507.213,500.823,32.861,-4.472,1.473,-0.1152,-50,434,0,-0.0084123716212423,-0.0198189349550401
2020-09-18,469.96,6717700,3319.47,7076400000,505.816,500.067,33.296,-6.059,-0.033,-0.13,-55,423,0,-0.0111825702038422,0.0106721491064368
2020-09-21,487.35,5457500,3281.0601,4836070000,505.568,498.84,37.811,-5.847,-1.196,-0.0812,-50,616,1,-0.0115710941806974,0.0485742433848852
2020-09-22,491.17,3482300,3315.5701,3974510000,505.686,498.153,28.204,-5.309,-2.019,-0.0095,-4,420,1,0.0105179420517167,-0.002679632828366
2020-09-23,470.61,3726400,3236.9199,4378650000,504.688,497.068,25.355,-6.467,-2.908,-0.0824,-38,461,0,-0.0237214710073541,-0.0181377630663881
2020-09-24,473.08,3727200,3246.5901,4601920000,500.965,496.064,31.482,-7.104,-3.748,-0.054,-23,426,1,0.0029874696621314,0.0022610375944078
2020-09-25,482.88,3769400,3298.46,3803330000,498.796,495.174,38.346,-6.74,-4.346,-0.0746,-32,429,1,0.0159767320180026,0.0047385804027295
2020-09-28,490.65,4773500,3351.6001,3950910000,497.134,495.127,44.197,-5.758,-4.628,-0.0526,-23,437,1,0.0161105788762028,-1.962460184889992e-05
2020-09-29,493.48,3541500,3335.47,3661590000,495.33,494.949,47.552,-4.698,-4.642,-0.0671,-31,462,1,-0.0048126564980113,0.010580515460612
2020-09-30,500.03,4634100,3363.0,4738640000,492.504,495.147,57.801,-3.291,-4.372,0.0187,9,481,1,0.0082537093722925,0.0050193716036335
2020-10-01,527.51,8153700,3380.8,4076340000,491.237,495.901,65.14,0.041,-3.489,0.014,10,712,1,0.0052928932500744,0.0496638093477697
2020-10-02,503.06,6071200,3348.4199,3975180000,490.103,496.411,57.935,0.701,-2.651,-0.0337,-17,505,0,-0.0095776443445338,-0.0367721878861346
2020-10-05,520.65,4088100,3408.6001,3692720000,490.332,497.215,57.395,2.613,-1.599,-0.002,-1,489,1,0.0179727160264457,0.0169932920044053
2020-10-06,505.87,4199000,3360.97,4453390000,490.275,497.419,56.497,2.902,-0.698,-0.0807,-41,508,0,-0.0139735077752302,-0.0144140846573059
2020-10-07,534.66,7988700,3419.4399,3814750000,491.998,498.342,67.467,5.392,0.52,-0.0405,-34,839,1,0.0173967336810503,0.0395151211433115
2020-10-08,531.79,5386500,3446.8301,3867640000,494.554,499.288,66.519,7.053,1.826,-0.0813,-46,566,0,0.0080101422458105,-0.0133780396011391
2020-10-09,539.44,4781300,3477.1399,3944090000,497.425,500.361,64.681,8.884,3.238,-0.0244,-15,614,1,0.0087935288716436,0.0055918488150372
2020-10-12,539.81,5391100,3534.22,3435760000,500.602,501.38,63.98,10.246,4.639,-0.0675,-44,652,1,0.0164158192196981,-0.0157299227344542
2020-10-13,554.09,5602500,3511.9299,3611100000,503.508,502.489,74.893,12.336,6.179,-0.0632,-42,665,1,-0.0063069361839386,0.0327606884300993
2020-10-14,541.45,9499000,3488.6699,3858510000,506.387,503.125,69.221,12.825,7.508,-0.046,-40,870,0,-0.0066231390324733,-0.0161890394944806
2020-10-15,541.94,5113100,3483.3401,3724550000,509.974,503.922,67.521,13.101,8.627,-0.0571,-40,701,1,-0.0015277455743233,0.0024327229498889
2020-10-16,530.79,6347400,3483.8101,4688030000,513.016,504.356,61.674,12.278,9.357,-0.0082,-6,736,0,0.0001349279675562,-0.0207091612775168
2020-10-19,530.72,7567500,3426.9199,4091080000,515.184,505.076,61.007,11.488,9.783,-0.0151,-11,728,0,-0.0163298797486121,0.0161980008511197
2020-10-20,525.42,10047200,3443.1201,3917850000,516.897,505.917,57.561,10.315,9.89,-0.1133,-221,1950,0,0.0047273354711325,-0.0147137689954016
2020-10-21,489.05,17405700,3435.5601,4103960000,517.818,506.359,39.123,6.378,9.187,-0.0821,-137,1668,0,-0.0021956829214293,-0.0670251309037008
2020-10-22,485.23,6997900,3453.49,4172060000,518.426,506.554,44.291,2.915,7.933,-0.0574,-49,853,0,0.0052189161237492,-0.0130299783873214
2020-10-23,488.28,4927900,3465.3899,3651600000,518.696,506.693,38.572,0.412,6.429,-0.0505,-38,752,1,0.003445760665298,0.0028399182910732
2020-10-26,488.24,6186100,3400.97,4002210000,518.575,506.804,43.053,-1.556,4.832,-0.0206,-8,388,0,-0.0185895099423012,0.0185075897325855
2020-10-27,488.93,3627200,3390.6799,3962400000,518.348,506.936,26.855,-3.026,3.26,-0.059,-22,373,1,-0.0030256368036176,0.0044388761940814
2020-10-28,486.24,5992700,3271.03,5139970000,517.658,506.823,26.904,-4.357,1.737,-0.0696,-33,474,0,-0.0352878783986656,0.0297860683236037
2020-10-29,504.21,11120700,3310.1101,4911860000,516.494,507.217,33.829,-3.917,0.606,-0.0329,-31,941,1,0.0119473376887402,0.0250097205541026
2020-10-30,475.74,7807900,3269.96,4843930000,515.127,506.774,26.622,-5.799,-0.675,-0.0343,-19,554,0,-0.0121295361142216,-0.0443350322204008
2020-11-02,484.12,4408200,3310.24,4314690000,513.301,506.61,23.32,-6.539,-1.848,-0.1146,-44,384,1,0.0123181934947216,0.0052964699769224
2020-11-03,487.22,3690200,3369.1599,4241380000,512.369,506.578,27.7,-6.797,-2.838,-0.0819,-24,293,1,0.0177992834356421,-0.0113959123706168
2020-11-04,496.95,5137300,3443.4399,4790400000,510.483,506.706,32.806,-6.145,-3.499,-0.0249,-8,321,1,0.022047039085322,-0.0020765945222909
2020-11-05,513.76,5372800,3510.45,4858150000,509.582,506.03,43.761,-4.224,-3.644,-0.016,-6,375,1,0.0194602205776845,0.0143661201004521
2020-11-06,514.73,4236300,3509.4399,4842460000,508.346,505.799,44.181,-2.592,-3.434,-0.0389,-11,283,1,-0.0002877408879203,0.0021757819966093
2020-11-09,470.5,10419700,3550.5,8570510000,504.88,504.732,34.426,-4.813,-3.71,-0.0928,-50,539,0,0.011699901172264,-0.097628446234724
2020-11-10,480.24,8306100,3545.53,6037470000,501.188,503.745,47.057,-5.722,-4.112,-0.0764,-37,484,1,-0.0013998028446696,0.0221011843537025
2020-11-11,490.76,5460500,3572.6599,4635560000,498.654,502.429,51.768,-5.529,-4.395,-0.064,-26,406,1,0.0076518602296411,0.0142538535801206
2020-11-12,486.77,5063700,3537.01,4909660000,495.895,501.108,49.52,-5.633,-4.643,-0.0678,-23,339,0,-0.009978531681675,0.0018482847177823
2020-11-13,482.84,3002700,3585.1499,4719580000,493.498,500.25,48.325,-5.964,-4.907,-0.0912,-29,318,0,0.0136103375449885,-0.0216839657472195
2020-11-16,479.1,3953600,3626.9099,5295510000,490.916,499.511,47.008,-6.454,-5.216,-0.0777,-22,283,0,0.0116480485237173,-0.0193938856540295
2020-11-17,480.63,3698100,3609.53,4812180000,488.677,498.983,48.28,-6.642,-5.501,-0.0504,-14,278,1,-0.0047919304529732,0.0079854182425785
2020-11-18,481.79,3629200,3567.79,5284810000,488.314,498.615,42.338,-6.621,-5.725,-0.0406,-14,345,1,-0.0115638324103138,0.0139773313596097
2020-11-19,484.67,2254700,3581.8701,4363370000,488.286,498.695,53.699,-6.299,-5.84,-0.0401,-12,299,1,0.0039464486418763,0.0020312594882219
2020-11-20,488.24,4253400,3557.54,4236370000,488.284,498.819,51.777,-5.691,-5.81,-0.0404,-20,495,1,-0.006792569054919,0.0141584056034984
2020-11-23,476.62,5416600,3577.5901,5057550000,487.703,498.826,45.74,-6.076,-5.863,-0.0023,-1,434,0,0.0056359450631615,-0.0294357156677822
2020-11-24,482.88,3550500,3635.4099,6280290000,487.4,498.564,44.184,-5.809,-5.853,-0.0205,-8,390,1,0.0161616614491415,-0.0030275084551421
2020-11-25,485.0,3598600,3629.6499,4910440000,487.338,498.587,36.467,-5.365,-5.755,-0.0186,-6,322,1,-0.0015844155565511,0.0059747402749077
2020-11-27,491.36,2805800,3638.3501,2778390000,486.696,499.01,39.534,-4.448,-5.494,0.0394,10,254,1,0.0023969804911487,0.0107164215707069
2020-11-30,490.7,3530900,3621.6299,6308410000,487.444,499.425,64.835,-3.732,-5.141,0.0186,6,322,0,-0.004595544557408,0.0032523338768479
2020-12-01,504.58,5052700,3662.45,5418480000,488.467,499.77,66.851,-2.021,-4.517,0.0756,45,595,1,0.0112711958778559,0.017014925988865
2020-12-02,503.38,3028400,3669.01,5041250000,489.275,500.014,60.032,-0.754,-3.765,-0.0457,-19,416,0,0.0017911507324332,-0.0041693662780355
2020-12-03,497.52,2826100,3666.72,5065340000,489.304,500.552,58.299,-0.219,-3.056,-0.068,-27,397,0,-0.0006241465681479,-0.0110171582115413
2020-12-04,498.31,3666200,3699.1201,5099620000,488.531,501.057,62.551,0.265,-2.392,-0.0578,-23,398,1,0.0088362623816382,-0.0072483865173513
2020-12-07,515.78,4289300,3691.96,4804500000,488.584,501.715,74.337,2.035,-1.506,0.016,9,562,1,-0.0019356224741121,0.0369941201964135
2020-12-08,512.66,4229000,3702.25,4584390000,490.692,502.155,70.812,3.149,-0.575,-0.0352,-16,454,0,0.0027871374554437,-0.008836228153028
2020-12-09,493.6,4178800,3672.8201,5232800000,491.359,502.157,56.226,2.466,0.033,-0.0843,-35,415,0,-0.0079491930582753,-0.0292294438550784
2020-12-10,501.09,3018200,3668.1001,4658480000,491.876,502.178,58.255,2.501,0.527,-0.0615,-27,439,1,-0.0012851160338617,0.0164593461797287
2020-12-11,503.22,3210900,3663.46,4375470000,492.699,501.693,57.641,2.669,0.955,-0.0594,-29,488,1,-0.0012649872886512,0.0055157206898366
2020-12-14,522.42,5770400,3647.49,4623850000,494.678,502.08,71.686,4.302,1.624,0.0,0,457,1,-0.0043592669225268,0.042513553318139
2020-12-15,519.78,3394900,3694.6201,4387080000,496.712,502.062,68.092,5.322,2.364,0.008,3,377,0,0.0129212417306148,-0.0179746470366903
2020-12-16,524.83,3682400,3701.1699,4067040000,498.921,502.442,68.983,6.463,3.184,-0.0324,-12,370,1,0.0017727939064695,0.0079428550219233
2020-12-17,532.9,3193400,3722.48,4192810000,501.477,502.406,69.48,7.927,4.132,-0.0205,-9,438,1,0.0057576659747502,0.0096187416239006
2020-12-18,534.45,4502700,3709.4099,7097100000,503.966,502.46,70.347,9.108,5.127,-0.0233,-7,300,1,-0.0035111269906084,0.0064197402388727
2020-12-21,528.91,3894000,3694.9199,4748580000,506.0,502.249,62.267,9.487,5.999,-0.0461,-13,282,0,-0.0039062816972587,-0.0064595149160822
2020-12-22,527.33,1906600,3687.26,4053310000,508.535,501.999,62.029,9.55,6.709,-0.0572,-17,297,0,-0.0020730895952574,-0.0009141861227285
2020-12-23,514.48,2393200,3690.01,3779160000,510.115,501.207,57.959,8.465,7.06,-0.0929,-26,280,0,0.0007458112528002,-0.0251138540343602
2020-12-24,513.97,1144000,3703.0601,1883780000,511.564,500.658,57.369,7.478,7.144,-0.0764,-12,157,0,0.0035366028818348,-0.0045278950603452
2020-12-28,519.12,2891900,3735.3601,3535460000,512.951,500.201,51.778,7.03,7.121,0.0272,8,294,1,0.0087225157377273,0.0012975243424329
2020-12-29,530.87,4022400,3727.04,3393290000,514.96,500.203,58.877,7.537,7.204,0.0215,9,418,1,-0.0022273890005946,0.0248618473146646
2020-12-30,524.59,1876300,3732.04,3154850000,515.96,500.08,67.257,7.347,7.233,-0.0561,-17,303,0,0.0013415471795312,-0.0131711853206957
2020-12-31,540.73,5392300,3756.0701,3179040000,517.828,500.386,70.134,8.402,7.467,0.0314,14,446,1,0.006438864535214,0.0243280200794373
2021-01-04,522.86,4444400,3700.6499,5015000000,519.095,501.063,58.6,7.707,7.515,-0.0418,-18,431,0,-0.0147548364446127,-0.018293080260582
2021-01-05,520.8,3133900,3726.8601,4591020000,520.219,501.774,49.165,6.911,7.394,-0.076,-26,342,0,0.0070825937898097,-0.0110224629708526
2021-01-06,500.49,5346200,3748.1399,6064110000,519.455,502.018,41.592,4.588,6.833,-0.0619,-26,420,0,0.0057098467420335,-0.0447075425945679
2021-01-07,508.89,3686400,3803.79,5099160000,519.266,502.431,43.249,3.385,6.143,-0.0692,-22,318,1,0.0148473913687159,0.0019361607502075
2021-01-08,510.4,2973900,3824.6799,4773040000,520.107,502.861,39.91,2.525,5.42,-0.0107,-3,281,1,0.0054918646928459,-0.0025246222632442
2021-01-11,499.1,3806200,3799.6101,4465430000,520.007,503.118,35.423,0.921,4.52,-0.0528,-16,303,0,-0.0065547446205891,-0.0155847538120126
2021-01-12,494.25,5990400,3801.1899,4994950000,519.558,502.919,35.625,-0.733,3.469,-0.0512,-23,449,0,0.0004157795032706,-0.0101332709879431
2021-01-13,507.79,5032100,3809.8401,4602510000,518.827,503.56,42.628,-0.94,2.588,-0.0044,-2,451,1,0.0022756558413459,0.0251193871530901
2021-01-14,500.86,4177400,3795.54,5198480000,517.881,503.894,44.621,-1.645,1.741,0.0,0,376,0,-0.0037534646139085,-0.0098939093005048
2021-01-15,497.98,5895800,3768.25,5369820000,516.538,504.11,43.801,-2.408,0.911,-0.0466,-16,343,0,-0.007190017757684,0.0014399079465591
2021-01-19,501.77,12315800,3798.9099,5014440000,514.982,504.206,43.202,-2.676,0.194,0.0092,19,2076,1,0.008136376301997,-0.000525628882422
2021-01-20,586.34,32637500,3851.8501,4566190000,517.576,505.658,63.838,3.891,0.933,0.0446,110,2467,1,0.0139356292709127,0.1546077272470138
2021-01-21,579.84,11802100,3853.0701,4501760000,520.123,506.96,63.768,8.473,2.441,-0.0117,-11,940,0,0.0003167309132823,-0.0114024490972711
2021-01-22,565.17,7550800,3841.47,5110890000,522.015,508.853,56.135,10.796,4.112,-0.0257,-14,545,0,-0.0030106122387962,-0.0222894705426608
2021-01-25,556.78,7207300,3855.3601,7000840000,524.13,510.384,58.94,11.824,5.654,-0.0669,-33,493,0,0.003615829356991,-0.0184609202146091
2021-01-26,561.93,5023800,3849.6201,6137500000,526.528,511.807,60.667,12.905,7.105,-0.0206,-10,486,1,-0.0014888362827637,0.010738450133836
2021-01-27,523.28,8670300,3750.77,9976520000,526.736,512.538,55.397,10.522,7.788,-0.0677,-39,576,0,-0.025677884422933,-0.0431029245746288
2021-01-28,538.6,5969000,3787.3799,6992770000,527.123,513.653,56.813,9.757,8.182,-0.0636,-28,440,1,0.0097606358161124,0.0195162331641658
2021-01-29,532.39,4325300,3714.24,6643370000,527.512,514.719,54.936,8.551,8.256,-0.1067,-35,328,0,-0.0193114770451203,0.0077815847317151
