date,Adj Close,Volume,SMA_20,SMA_50,RSI,MACD,Signal_Line,EPS,pe_ratio,pb_ratio,roe,fcf,NFLX_Returns
2019-07-23,307.3,9171100,360.762,356.309,12.313,-10.822,-2.32,0.6,612.2,6.46,0.013,-583338000.0,0
2019-07-24,317.94,11961800,358.644,355.762,16.339,-11.997,-4.256,0.6,612.2,6.684,0.013,-583338000.0,1
2019-07-25,326.46,10798500,356.857,355.379,23.509,-12.101,-5.825,0.6,612.2,6.863,0.013,-583338000.0,1
2019-07-26,335.78,10847500,355.145,354.995,31.134,-11.301,-6.92,0.6,612.2,7.059,0.013,-583338000.0,1
2019-07-29,332.7,5782800,353.414,354.463,27.791,-10.792,-7.694,0.6,612.2,6.994,0.013,-583338000.0,0
2019-07-30,325.93,6029300,350.98,353.892,25.422,-10.81,-8.317,0.6,612.2,6.852,0.013,-583338000.0,0
2019-07-31,322.99,6259500,348.358,353.39,25.099,-10.935,-8.841,0.6,612.2,6.79,0.013,-583338000.0,0
2019-08-01,319.5,6563200,345.248,352.695,25.725,-11.187,-9.31,0.6,612.2,6.716,0.013,-583338000.0,0
2019-08-02,318.83,6280300,342.162,351.877,27.194,-11.31,-9.71,0.6,612.2,6.702,0.013,-583338000.0,0
2019-08-05,307.63,8692500,338.735,350.985,24.696,-12.171,-10.202,0.6,612.2,6.467,0.013,-583338000.0,0
2019-08-06,310.1,6179100,335.244,350.099,27.092,-12.51,-10.664,0.6,612.2,6.519,0.013,-583338000.0,1
2019-08-07,304.29,9322400,331.408,349.084,37.37,-13.097,-11.151,0.6,612.2,6.397,0.013,-583338000.0,0
2019-08-08,315.9,5905900,328.228,348.418,50.474,-12.481,-11.417,0.6,612.2,6.641,0.013,-583338000.0,1
2019-08-09,308.93,5349100,325.012,347.56,49.027,-12.412,-11.616,0.6,612.2,6.494,0.013,-583338000.0,0
2019-08-12,310.83,6531700,322.224,346.911,52.067,-12.065,-11.706,0.6,612.2,6.534,0.013,-583338000.0,1
2019-08-13,312.28,5289400,319.538,346.424,46.286,-11.54,-11.673,0.6,612.2,6.565,0.013,-583338000.0,1
2019-08-14,299.11,7355800,316.372,345.338,33.086,-12.048,-11.748,0.6,612.2,6.288,0.013,-583338000.0,0
2019-08-15,295.76,9629200,314.899,344.138,23.277,-12.576,-11.913,0.6,612.2,6.217,0.013,-583338000.0,0
2019-08-16,302.8,6905800,314.284,343.052,31.038,-12.285,-11.988,0.6,612.2,6.365,0.013,-583338000.0,1
2019-08-19,309.38,4942200,314.222,342.022,39.479,-11.391,-11.868,0.6,612.2,6.504,0.013,-583338000.0,1
2019-08-20,298.99,7349900,313.806,340.962,36.063,-11.391,-11.773,0.6,612.2,6.285,0.013,-583338000.0,0
2019-08-21,297.81,5685400,312.8,339.892,37.057,-11.354,-11.689,0.6,612.2,6.26,0.013,-583338000.0,0
2019-08-22,296.93,4974200,311.324,338.92,36.964,-11.267,-11.605,0.6,612.2,6.242,0.013,-583338000.0,0
2019-08-23,291.44,6324900,309.106,337.88,39.66,-11.508,-11.585,0.6,612.2,6.127,0.013,-583338000.0,0
2019-08-26,294.98,4695700,307.22,336.985,40.474,-11.283,-11.525,0.6,612.2,6.201,0.013,-583338000.0,1
2019-08-27,291.03,6309400,305.476,335.793,41.445,-11.293,-11.478,0.6,612.2,6.118,0.013,-583338000.0,0
2019-08-28,291.77,3955700,303.914,334.486,31.893,-11.114,-11.406,0.6,612.2,6.133,0.013,-583338000.0,1
2019-08-29,296.78,4388500,302.778,333.151,40.606,-10.447,-11.214,0.6,612.2,6.239,0.013,-583338000.0,1
2019-08-30,293.75,4446400,301.524,331.722,37.021,-10.047,-10.98,0.6,612.2,6.175,0.013,-583338000.0,0
2019-09-03,289.29,3682800,300.608,330.124,33.295,-9.975,-10.779,0.6,612.2,6.081,0.013,-583338000.0,0
2019-09-04,291.52,4652500,299.678,328.533,43.442,-9.627,-10.549,0.6,612.2,6.128,0.013,-583338000.0,1
2019-09-05,293.25,8966800,299.126,327.192,47.769,-9.106,-10.26,0.6,612.2,6.165,0.013,-583338000.0,1
2019-09-06,290.17,5166600,297.84,325.752,37.923,-8.841,-9.976,0.6,612.2,6.1,0.013,-583338000.0,0
2019-09-09,294.34,8232700,297.11,324.238,34.924,-8.199,-9.621,0.6,612.2,6.188,0.013,-583338000.0,1
2019-09-10,287.99,12320200,295.968,322.652,38.002,-8.109,-9.318,0.6,612.2,6.054,0.013,-583338000.0,0
2019-09-11,288.27,7405900,294.768,320.925,39.386,-7.924,-9.04,0.6,612.2,6.06,0.013,-583338000.0,1
2019-09-12,288.86,5010900,294.256,319.194,40.963,-7.642,-8.76,0.6,612.2,6.072,0.013,-583338000.0,1
2019-09-13,294.15,6583100,294.175,317.442,53.048,-6.912,-8.391,0.6,612.2,6.184,0.013,-583338000.0,1
2019-09-16,294.29,5307400,293.75,315.717,49.16,-6.25,-7.962,0.6,612.2,6.186,0.013,-583338000.0,1
2019-09-17,298.6,4777100,293.21,314.166,59.14,-5.316,-7.433,0.6,612.2,6.277,0.013,-583338000.0,1
2019-09-18,291.56,7811100,292.839,312.398,49.78,-5.086,-6.964,0.6,612.2,6.129,0.013,-583338000.0,0
2019-09-19,286.6,8461300,292.278,310.51,39.32,-5.243,-6.619,0.6,612.2,6.025,0.013,-583338000.0,0
2019-09-20,270.75,23832800,290.97,308.335,30.985,-6.57,-6.61,0.6,612.2,5.692,0.013,-583338000.0,0
2019-09-23,265.92,13478600,289.694,306.189,30.797,-7.921,-6.872,0.6,612.2,5.59,0.013,-583338000.0,0
2019-09-24,254.59,16338200,287.674,303.949,23.603,-9.793,-7.456,0.6,612.2,5.352,0.013,-583338000.0,0
2019-09-25,264.75,11643800,286.36,301.924,31.819,-10.337,-8.032,0.6,612.2,5.565,0.013,-583338000.0,1
2019-09-26,263.31,7684000,284.937,299.941,32.499,-10.761,-8.578,0.6,612.2,5.535,0.013,-583338000.0,0
2019-09-27,263.08,7328300,283.252,298.699,28.53,-10.988,-9.06,0.6,612.2,5.53,0.013,-583338000.0,0
2019-09-30,267.62,6727200,281.946,297.749,35.653,-10.679,-9.384,1.47,182.054,5.626,0.031,-547127000.0,1
2019-10-01,269.58,8650300,280.96,296.928,37.14,-10.159,-9.539,1.47,182.054,5.667,0.031,-547127000.0,1
2019-10-02,268.03,7659100,279.786,296.143,35.855,-9.759,-9.583,1.47,182.054,5.634,0.031,-547127000.0,0
2019-10-03,268.15,8951000,278.53,295.147,31.011,-9.325,-9.531,1.47,182.054,5.637,0.031,-547127000.0,1
2019-10-04,272.79,9890400,277.662,294.074,35.266,-8.509,-9.327,1.47,182.054,5.734,0.031,-547127000.0,1
2019-10-07,274.46,6525600,276.668,292.847,32.836,-7.639,-8.989,1.47,182.054,5.77,0.031,-547127000.0,1
2019-10-08,270.72,6276400,275.804,291.608,34.452,-7.169,-8.625,1.47,182.054,5.691,0.031,-547127000.0,0
2019-10-09,267.53,6794400,274.767,290.44,35.387,-6.973,-8.295,1.47,182.054,5.624,0.031,-547127000.0,0
2019-10-10,280.48,10809100,274.348,289.589,57.803,-5.708,-7.777,1.47,182.054,5.896,0.031,-547127000.0,1
2019-10-11,282.93,8786100,273.787,288.858,64.182,-4.455,-7.113,1.47,182.054,5.948,0.031,-547127000.0,1
2019-10-14,285.53,5513200,273.349,288.192,80.191,-3.216,-6.334,1.47,182.054,6.002,0.031,-547127000.0,1
2019-10-15,284.25,7685600,272.632,287.724,73.017,-2.311,-5.529,1.47,182.054,5.975,0.031,-547127000.0,0
2019-10-16,286.28,16175900,272.368,287.248,76.74,-1.413,-4.706,1.47,182.054,6.018,0.031,-547127000.0,1
2019-10-17,293.35,38258900,272.705,287.029,80.398,-0.13,-3.791,1.47,182.054,6.167,0.031,-547127000.0,1
2019-10-18,275.3,23429900,272.932,286.217,56.066,-0.563,-3.145,1.47,182.054,5.787,0.031,-547127000.0,0
2019-10-21,278.05,12599200,273.539,285.6,56.608,-0.676,-2.651,1.47,182.054,5.845,0.031,-547127000.0,1
2019-10-22,266.69,11802400,274.144,284.717,49.093,-1.663,-2.454,1.47,182.054,5.606,0.031,-547127000.0,0
2019-10-23,271.27,7133500,274.47,283.897,51.991,-2.053,-2.373,1.47,182.054,5.703,0.031,-547127000.0,1
2019-10-24,271.5,4827400,274.88,283.344,49.128,-2.316,-2.362,1.47,182.054,5.707,0.031,-547127000.0,1
2019-10-25,276.82,4747800,275.566,282.966,51.521,-2.071,-2.304,1.47,182.054,5.819,0.031,-547127000.0,1
2019-10-28,281.86,6248400,276.278,282.547,57.06,-1.454,-2.134,1.47,182.054,5.925,0.031,-547127000.0,1
2019-10-29,281.21,4356200,276.86,281.983,58.958,-1.006,-1.908,1.47,182.054,5.911,0.031,-547127000.0,0
2019-10-30,291.45,9345600,278.031,281.833,57.447,0.174,-1.492,1.47,182.054,6.127,0.031,-547127000.0,1
2019-10-31,287.41,5090000,278.994,281.625,52.977,0.774,-1.039,1.47,182.054,6.042,0.031,-547127000.0,0
2019-11-01,286.81,5594300,279.695,281.422,50.874,1.187,-0.593,1.47,182.054,6.029,0.031,-547127000.0,0
2019-11-04,292.86,5566200,280.615,281.451,55.519,1.98,-0.079,1.47,182.054,6.156,0.031,-547127000.0,1
2019-11-05,288.03,4062400,281.48,281.312,51.083,2.193,0.376,1.47,182.054,6.055,0.031,-547127000.0,0
2019-11-06,288.59,3438300,282.534,281.263,46.797,2.38,0.777,1.47,182.054,6.067,0.031,-547127000.0,1
2019-11-07,289.57,5928500,282.988,281.219,62.467,2.578,1.137,1.47,182.054,6.087,0.031,-547127000.0,1
2019-11-08,291.57,4509000,283.42,281.115,61.969,2.863,1.482,1.47,182.054,6.129,0.031,-547127000.0,1
2019-11-11,294.18,3944300,283.852,281.123,78.797,3.261,1.838,1.47,182.054,6.184,0.031,-547127000.0,1
2019-11-12,292.01,5772800,284.24,281.178,72.882,3.364,2.143,1.47,182.054,6.139,0.031,-547127000.0,0
2019-11-13,283.11,9158900,284.082,281.009,60.752,2.695,2.253,1.47,182.054,5.951,0.031,-547127000.0,0
2019-11-14,289.62,6529000,283.896,280.937,61.598,2.66,2.335,1.47,182.054,6.088,0.031,-547127000.0,1
2019-11-15,295.03,6333800,284.882,281.034,61.854,3.034,2.475,1.47,182.054,6.202,0.031,-547127000.0,1
2019-11-18,302.57,8616600,286.108,281.199,67.104,3.894,2.759,1.47,182.054,6.361,0.031,-547127000.0,1
2019-11-19,302.6,5918000,287.904,281.491,60.674,4.526,3.112,1.47,182.054,6.361,0.031,-547127000.0,1
2019-11-20,305.16,5111800,289.598,281.829,67.488,5.173,3.524,1.47,182.054,6.415,0.031,-547127000.0,1
2019-11-21,311.69,7488400,291.608,282.285,71.948,6.142,4.048,1.47,182.054,6.552,0.031,-547127000.0,1
2019-11-22,310.48,5970100,293.29,282.612,66.995,6.735,4.585,1.47,182.054,6.527,0.031,-547127000.0,0
2019-11-25,315.55,7873900,294.975,283.037,76.421,7.527,5.174,1.47,182.054,6.633,0.031,-547127000.0,1
2019-11-26,312.49,5321000,296.539,283.315,71.894,7.818,5.703,1.47,182.054,6.569,0.031,-547127000.0,0
2019-11-27,315.93,4096900,297.763,283.802,73.107,8.231,6.208,1.47,182.054,6.641,0.031,-547127000.0,1
2019-11-29,314.66,2411700,299.126,284.363,70.503,8.36,6.639,1.47,182.054,6.615,0.031,-547127000.0,0
2019-12-02,309.99,6218800,300.284,285.148,63.543,7.993,6.91,1.47,182.054,6.517,0.031,-547127000.0,0
2019-12-03,306.16,4992800,300.95,285.953,61.786,7.309,6.989,1.47,182.054,6.436,0.031,-547127000.0,0
2019-12-04,304.32,3512100,301.764,286.948,70.021,6.543,6.9,1.47,182.054,6.397,0.031,-547127000.0,0
2019-12-05,302.86,4615500,302.478,287.71,63.815,5.751,6.67,1.47,182.054,6.367,0.031,-547127000.0,0
2019-12-06,307.35,4457800,303.366,288.591,63.106,5.424,6.421,1.47,182.054,6.461,0.031,-547127000.0,1
2019-12-09,302.5,5748400,303.913,289.379,49.921,4.719,6.081,1.47,182.054,6.359,0.031,-547127000.0,0
2019-12-10,293.12,10476100,303.86,289.889,41.167,3.364,5.537,1.47,182.054,6.162,0.031,-547127000.0,0
2019-12-11,298.93,5589800,304.206,290.476,44.526,2.728,4.976,1.47,182.054,6.284,0.031,-547127000.0,1
2019-12-12,298.44,4766600,304.972,291.084,36.977,2.16,4.412,1.47,182.054,6.274,0.031,-547127000.0,0
2019-12-13,298.5,3879700,305.416,291.691,37.953,1.694,3.869,1.47,182.054,6.275,0.031,-547127000.0,1
2019-12-16,304.21,4658900,305.876,292.32,38.741,1.766,3.448,1.47,182.054,6.395,0.031,-547127000.0,1
2019-12-17,315.48,10427100,306.521,293.14,52.553,2.701,3.299,1.47,182.054,6.632,0.031,-547127000.0,1
2019-12-18,320.8,11207400,307.431,294.142,54.028,3.827,3.405,1.47,182.054,6.744,0.031,-547127000.0,1
2019-12-19,332.22,9822300,308.784,295.435,62.436,5.577,3.839,1.47,182.054,6.984,0.031,-547127000.0,1
2019-12-20,336.9,9914900,310.044,296.564,69.055,7.258,4.523,1.47,182.054,7.082,0.031,-547127000.0,1
2019-12-23,333.1,5765300,311.176,297.567,69.085,8.189,5.256,1.47,182.054,7.002,0.031,-547127000.0,0
2019-12-24,333.2,2019300,312.058,298.521,70.976,8.833,5.971,1.47,182.054,7.004,0.031,-547127000.0,1
2019-12-26,332.63,3589900,313.065,299.488,71.906,9.191,6.615,1.47,182.054,6.992,0.031,-547127000.0,0
2019-12-27,329.09,5036100,313.723,300.344,66.224,9.085,7.109,1.47,182.054,6.918,0.031,-547127000.0,0
2019-12-30,323.31,4311500,314.156,300.944,65.317,8.437,7.375,1.47,182.054,6.797,0.031,-547127000.0,0
2019-12-31,323.57,3713300,314.835,301.909,75.888,7.854,7.471,1.3,248.9,6.802,0.027,-1569712000.0,1
2020-01-02,329.81,4485800,316.017,302.944,76.063,7.805,7.538,1.3,248.9,6.933,0.027,-1569712000.0,1
2020-01-03,325.9,3806900,317.096,304.128,71.912,7.366,7.503,1.3,248.9,6.851,0.027,-1569712000.0,0
2020-01-06,335.83,5663100,318.744,305.42,75.734,7.731,7.549,1.3,248.9,7.06,0.027,-1569712000.0,1
2020-01-07,330.75,4703200,319.914,306.605,68.456,7.523,7.544,1.3,248.9,6.953,0.027,-1569712000.0,0
2020-01-08,339.26,7104500,321.752,307.853,67.197,7.953,7.626,1.3,248.9,7.132,0.027,-1569712000.0,1
2020-01-09,335.66,4709300,323.88,308.929,61.02,7.912,7.683,1.3,248.9,7.056,0.027,-1569712000.0,0
2020-01-10,329.05,4718300,325.386,309.886,47.468,7.263,7.599,1.3,248.9,6.917,0.027,-1569712000.0,0
2020-01-13,338.92,6290000,327.41,310.836,51.49,7.459,7.571,1.3,248.9,7.125,0.027,-1569712000.0,1
2020-01-14,338.69,7199400,329.419,311.861,54.352,7.509,7.559,1.3,248.9,7.12,0.027,-1569712000.0,0
2020-01-15,339.07,5158000,331.162,312.906,54.55,7.493,7.545,1.3,248.9,7.128,0.027,-1569712000.0,1
2020-01-16,338.62,5016000,332.319,313.822,54.651,7.359,7.508,1.3,248.9,7.118,0.027,-1569712000.0,0
2020-01-17,339.67,6066500,333.262,314.854,58.546,7.254,7.457,1.3,248.9,7.14,0.027,-1569712000.0,1
2020-01-21,338.11,14350300,333.557,315.845,62.829,6.965,7.359,1.3,248.9,7.108,0.027,-1569712000.0,0
2020-01-22,326.0,21730000,333.012,316.573,51.747,5.693,7.026,1.3,248.9,6.853,0.027,-1569712000.0,0
2020-01-23,349.6,18200300,333.837,317.734,61.388,6.514,6.923,1.3,248.9,7.349,0.027,-1569712000.0,1
2020-01-24,353.16,17939700,334.835,318.914,65.75,7.367,7.012,1.3,248.9,7.424,0.027,-1569712000.0,1
2020-01-27,342.88,7709500,335.348,319.931,54.057,7.131,7.036,1.3,248.9,7.208,0.027,-1569712000.0,0
2020-01-28,348.52,6821600,336.319,321.239,60.16,7.315,7.092,1.3,248.9,7.326,0.027,-1569712000.0,1
2020-01-29,343.16,7643500,337.312,322.31,52.313,6.948,7.063,1.3,248.9,7.214,0.027,-1569712000.0,0
2020-01-30,347.74,5328100,338.52,323.364,57.083,6.947,7.04,1.3,248.9,7.31,0.027,-1569712000.0,1
2020-01-31,345.09,5230000,339.284,324.215,59.862,6.656,6.963,1.3,248.9,7.254,0.027,-1569712000.0,0
2020-02-03,358.0,6670600,340.889,325.323,61.309,7.381,7.047,1.3,248.9,7.526,0.027,-1569712000.0,1
2020-02-04,369.01,7161500,342.548,326.6,65.934,8.744,7.386,1.3,248.9,7.757,0.027,-1569712000.0,1
2020-02-05,369.67,6437000,344.494,327.759,66.034,9.765,7.862,1.3,248.9,7.771,0.027,-1569712000.0,1
2020-02-06,366.95,3920400,345.879,328.889,64.5,10.236,8.337,1.3,248.9,7.714,0.027,-1569712000.0,0
2020-02-07,366.77,4385200,347.434,329.913,63.995,10.474,8.764,1.3,248.9,7.71,0.027,-1569712000.0,0
2020-02-10,371.07,5294100,349.535,331.085,66.553,10.885,9.188,1.3,248.9,7.801,0.027,-1569712000.0,1
2020-02-11,373.69,4772900,351.274,332.24,76.474,11.291,9.609,1.3,248.9,7.856,0.027,-1569712000.0,1
2020-02-12,380.01,4624800,353.34,333.547,70.889,11.985,10.084,1.3,248.9,7.988,0.027,-1569712000.0,1
2020-02-13,381.4,4485400,355.456,334.975,69.994,12.503,10.568,1.3,248.9,8.018,0.027,-1569712000.0,1
2020-02-14,380.4,3736300,357.545,336.46,80.584,12.687,10.992,1.3,248.9,7.997,0.027,-1569712000.0,0
2020-02-18,387.78,5173900,359.951,338.129,81.119,13.275,11.448,1.3,248.9,8.152,0.027,-1569712000.0,1
2020-02-19,386.19,4896400,362.354,339.796,86.276,13.457,11.85,1.3,248.9,8.118,0.027,-1569712000.0,0
2020-02-20,386.0,4079400,365.354,341.369,84.832,13.432,12.166,1.3,248.9,8.114,0.027,-1569712000.0,0
2020-02-21,380.07,3930100,366.878,342.92,80.052,12.786,12.29,1.3,248.9,7.99,0.027,-1569712000.0,0
2020-02-24,368.7,6936400,367.655,344.432,59.442,11.227,12.078,1.3,248.9,7.751,0.027,-1569712000.0,0
2020-02-25,360.09,6481200,368.516,345.655,41.78,9.191,11.5,1.3,248.9,7.57,0.027,-1569712000.0,0
2020-02-26,379.24,8934100,370.052,347.271,56.577,9.018,11.004,1.3,248.9,7.972,0.027,-1569712000.0,1
2020-02-27,371.71,10967700,371.479,348.735,53.069,8.18,10.439,1.3,248.9,7.814,0.027,-1569712000.0,0
2020-02-28,369.03,11168600,372.544,350.031,51.411,7.216,9.794,1.3,248.9,7.758,0.027,-1569712000.0,0
2020-03-02,381.05,6997900,374.342,351.343,55.685,7.337,9.303,1.3,248.9,8.01,0.027,-1569712000.0,1
2020-03-03,368.77,8364600,374.88,352.302,47.475,6.369,8.716,1.3,248.9,7.752,0.027,-1569712000.0,0
2020-03-04,383.79,5487300,375.619,353.334,51.781,6.736,8.32,1.3,248.9,8.068,0.027,-1569712000.0,1
2020-03-05,372.78,8747000,375.774,354.051,46.277,6.069,7.87,1.3,248.9,7.836,0.027,-1569712000.0,0
2020-03-06,368.97,8147200,375.876,354.769,45.18,5.173,7.33,1.3,248.9,7.756,0.027,-1569712000.0,0
2020-03-09,346.49,7405500,374.862,355.034,34.555,2.618,6.388,1.3,248.9,7.284,0.027,-1569712000.0,0
2020-03-10,364.13,7604400,374.514,355.664,42.633,1.995,5.509,1.3,248.9,7.655,0.027,-1569712000.0,1
2020-03-11,349.92,6036000,373.326,356.081,38.983,0.35,4.477,1.3,248.9,7.356,0.027,-1569712000.0,0
2020-03-12,315.25,12071600,370.088,355.92,33.162,-3.709,2.84,1.3,248.9,6.627,0.027,-1569712000.0,0
2020-03-13,336.3,9458200,367.833,356.174,41.987,-5.167,1.239,1.3,248.9,7.07,0.027,-1569712000.0,1
2020-03-16,298.84,10559900,363.755,355.555,36.743,-9.239,-0.857,1.3,248.9,6.282,0.027,-1569712000.0,0
2020-03-17,319.75,10013900,360.354,355.432,37.221,-10.656,-2.817,1.3,248.9,6.722,0.027,-1569712000.0,1
2020-03-18,315.47,12593600,356.818,355.025,37.748,-11.986,-4.651,1.3,248.9,6.632,0.027,-1569712000.0,0
2020-03-19,332.03,10616000,354.119,355.05,42.399,-11.571,-6.035,1.3,248.9,6.98,0.027,-1569712000.0,1
2020-03-20,332.83,10853800,351.757,354.922,39.616,-11.049,-7.038,1.3,248.9,6.997,0.027,-1569712000.0,1
2020-03-23,360.27,13449400,351.336,355.414,48.282,-8.326,-7.295,1.3,248.9,7.573,0.027,-1569712000.0,1
2020-03-24,357.32,11638700,351.197,355.979,44.375,-6.333,-7.103,1.3,248.9,7.511,0.027,-1569712000.0,0
2020-03-25,342.39,8767200,349.355,356.049,43.647,-5.89,-6.86,1.3,248.9,7.198,0.027,-1569712000.0,0
2020-03-26,362.99,7229600,348.918,356.535,48.832,-3.833,-6.255,1.3,248.9,7.631,0.027,-1569712000.0,1
2020-03-27,357.12,7948800,348.323,356.896,52.22,-2.646,-5.533,1.3,248.9,7.507,0.027,-1569712000.0,0
2020-03-30,370.96,8622000,347.818,357.543,51.45,-0.581,-4.543,1.3,248.9,7.798,0.027,-1569712000.0,1
2020-03-31,375.5,9366500,348.155,358.259,55.662,1.405,-3.353,1.57,239.172,7.894,0.033,161897000.0,1
2020-04-01,364.08,6672500,347.17,358.779,62.048,2.034,-2.276,1.57,239.172,7.654,0.033,161897000.0,0
2020-04-02,370.08,4592500,347.034,359.66,59.003,2.982,-1.224,1.57,239.172,7.78,0.033,161897000.0,1
2020-04-03,361.76,4860800,346.674,359.903,69.854,3.028,-0.374,1.57,239.172,7.605,0.033,161897000.0,0
2020-04-06,379.96,8183900,348.348,360.439,69.329,4.481,0.597,1.57,239.172,7.987,0.033,161897000.0,1
2020-04-07,372.28,7046400,348.755,361.027,67.848,4.955,1.469,1.57,239.172,7.826,0.033,161897000.0,0
2020-04-08,371.12,6908900,349.815,361.479,63.597,5.178,2.211,1.57,239.172,7.802,0.033,161897000.0,0
2020-04-09,370.72,7711300,352.588,362.031,63.216,5.262,2.821,1.57,239.172,7.793,0.033,161897000.0,0
2020-04-13,396.72,11692900,355.61,363.01,62.843,7.341,3.725,1.57,239.172,8.34,0.033,161897000.0,1
2020-04-14,413.55,11581000,361.345,364.379,68.047,10.229,5.026,1.57,239.172,8.694,0.033,161897000.0,1
2020-04-15,426.75,13561200,366.695,365.754,77.379,13.429,6.706,1.57,239.172,8.971,0.033,161897000.0,1
2020-04-16,439.17,16128700,372.88,367.158,76.111,16.773,8.72,1.57,239.172,9.232,0.033,161897000.0,1
2020-04-17,422.96,12616300,377.426,368.223,71.073,17.909,10.558,1.57,239.172,8.891,0.033,161897000.0,0
2020-04-20,437.49,12655800,382.66,369.634,71.2,19.754,12.397,1.57,239.172,9.197,0.033,161897000.0,1
2020-04-21,433.83,23177600,386.338,370.975,68.692,20.682,14.054,1.57,239.172,9.12,0.033,161897000.0,0
2020-04-22,421.42,21084800,389.542,371.982,68.259,20.184,15.28,1.57,239.172,8.859,0.033,161897000.0,0
2020-04-23,426.7,13952300,393.758,373.043,68.113,19.985,16.221,1.57,239.172,8.97,0.033,161897000.0,1
2020-04-24,424.99,8658900,396.858,373.942,71.12,19.465,16.87,1.57,239.172,8.934,0.033,161897000.0,0
2020-04-27,421.38,6277500,400.071,374.742,65.329,18.547,17.205,1.57,239.172,8.858,0.033,161897000.0,0
2020-04-28,403.83,10101200,401.714,375.21,60.882,16.217,17.008,1.57,239.172,8.489,0.033,161897000.0,0
2020-04-29,411.89,9693100,403.534,375.693,63.423,14.85,16.576,1.57,239.172,8.659,0.033,161897000.0,1
2020-04-30,419.85,7954000,406.322,376.366,65.408,14.244,16.11,1.57,239.172,8.826,0.033,161897000.0,1
2020-05-01,415.27,8299900,408.582,376.951,56.721,13.242,15.536,1.57,239.172,8.73,0.033,161897000.0,0
2020-05-04,428.15,7799100,411.902,377.913,55.445,13.333,15.096,1.57,239.172,9.0,0.033,161897000.0,1
2020-05-05,424.68,6286300,414.138,379.032,49.168,12.976,14.672,1.57,239.172,8.927,0.033,161897000.0,0
2020-05-06,434.26,6660700,417.236,380.516,47.979,13.313,14.4,1.57,239.172,9.129,0.033,161897000.0,1
2020-05-07,436.53,5641900,420.507,381.662,56.309,13.606,14.241,1.57,239.172,9.177,0.033,161897000.0,1
2020-05-08,435.55,5049300,423.748,382.938,48.968,13.602,14.113,1.57,239.172,9.156,0.033,161897000.0,0
2020-05-11,440.52,5486000,425.938,384.368,53.51,13.841,14.059,1.57,239.172,9.26,0.033,161897000.0,1
2020-05-12,431.82,4598200,426.852,385.384,55.677,13.176,13.882,1.57,239.172,9.078,0.033,161897000.0,0
2020-05-13,438.27,7014600,427.428,386.774,56.236,13.019,13.71,1.57,239.172,9.213,0.033,161897000.0,1
2020-05-14,441.95,9007500,427.567,387.937,58.951,13.042,13.576,1.57,239.172,9.291,0.033,161897000.0,1
2020-05-15,454.19,7244000,429.128,389.565,65.87,13.887,13.638,1.57,239.172,9.548,0.033,161897000.0,1
2020-05-18,452.58,7773500,429.883,391.237,77.879,14.263,13.763,1.57,239.172,9.514,0.033,161897000.0,0
2020-05-19,451.04,4810500,430.743,393.328,74.194,14.272,13.865,1.57,239.172,9.482,0.033,161897000.0,0
2020-05-20,447.67,5607300,432.056,394.999,68.226,13.848,13.862,1.57,239.172,9.411,0.033,161897000.0,0
2020-05-21,436.25,9117300,432.534,396.726,62.614,12.446,13.579,1.57,239.172,9.171,0.033,161897000.0,0
2020-05-22,429.32,5422300,432.75,399.007,50.758,10.654,12.994,1.57,239.172,9.025,0.033,161897000.0,0
2020-05-26,414.77,7881100,432.42,400.576,44.388,7.967,11.988,1.57,239.172,8.719,0.033,161897000.0,0
2020-05-27,419.89,10446300,433.222,402.997,41.429,6.18,10.827,1.57,239.172,8.827,0.033,161897000.0,1
2020-05-28,413.44,5655100,433.3,404.871,36.882,4.195,9.5,1.57,239.172,8.691,0.033,161897000.0,0
2020-05-29,419.73,5254900,433.294,406.956,41.524,3.093,8.219,1.57,239.172,8.823,0.033,161897000.0,1
2020-06-01,425.92,3743700,433.826,408.834,42.278,2.689,7.113,1.57,239.172,8.954,0.033,161897000.0,1
2020-06-02,427.31,3494800,433.784,410.724,47.415,2.453,6.181,1.57,239.172,8.983,0.033,161897000.0,1
2020-06-03,421.97,4316000,433.649,411.958,40.536,1.813,5.307,1.57,239.172,8.871,0.033,161897000.0,0
2020-06-04,414.33,5410500,432.652,413.098,34.669,0.682,4.382,1.57,239.172,8.71,0.033,161897000.0,0
2020-06-05,419.6,5099600,431.806,414.642,29.19,0.209,3.548,1.57,239.172,8.821,0.033,161897000.0,1
2020-06-08,419.49,5851500,431.003,415.772,29.727,-0.173,2.803,1.57,239.172,8.818,0.033,161897000.0,0
2020-06-09,434.05,6797000,430.68,417.311,41.023,0.691,2.381,1.57,239.172,9.124,0.033,161897000.0,1
2020-06-10,434.48,4896900,430.812,418.581,42.807,1.394,2.184,1.57,239.172,9.133,0.033,161897000.0,1
2020-06-11,425.56,7462900,430.177,419.582,44.007,1.218,1.99,1.57,239.172,8.946,0.033,161897000.0,0
2020-06-12,418.07,6461100,428.983,420.662,43.733,0.468,1.686,1.57,239.172,8.789,0.033,161897000.0,0
2020-06-15,425.5,4467900,427.548,421.771,56.493,0.468,1.442,1.57,239.172,8.945,0.033,161897000.0,1
2020-06-16,436.13,5507900,426.726,423.258,59.213,1.311,1.416,1.57,239.172,9.168,0.033,161897000.0,1
2020-06-17,447.77,6529600,426.562,424.614,68.392,2.885,1.71,1.57,239.172,9.413,0.033,161897000.0,1
